Subj,Form,Target,Block,Trial,AnsTarg,Accuracy,AnsCat,AnsCatOrig,ParGroup,Age,Months,SSIQ,Gender
42,C,C,2,7,C,1,Personal Pronoun,Personal Pronoun,TD,9.083333333,109,155.7852473,M
42,C,B,2,8,B,1,Noun,Noun,TD,9.083333333,109,155.7852473,M
43,B,C,1,1,C,1,Personal Pronoun,Personal Pronoun,TD,10.41666667,125,114.3124788,M
43,B,E,1,2,E,1,Kin Term,Kin Term,TD,10.41666667,125,114.3124788,M
43,B,B,1,3,B,1,Noun,Noun,TD,10.41666667,125,114.3124788,M
43,B,G,1,4,G,1,Noun,Noun,TD,10.41666667,125,114.3124788,M
43,B,G,2,5,G,1,Noun,Noun,TD,10.41666667,125,114.3124788,M
43,B,B,2,6,B,1,Noun,Noun,TD,10.41666667,125,114.3124788,M
43,B,E,2,7,E,1,Kin Term,Kin Term,TD,10.41666667,125,114.3124788,M
43,B,C,2,8,C,1,Personal Pronoun,Personal Pronoun,TD,10.41666667,125,114.3124788,M
44,C,G,1,1,G,1,Noun,DemN,TD,10.25,123,102.6456125,M
44,C,B,1,2,B,1,Noun,Noun,TD,10.25,123,102.6456125,M
44,C,E,1,3,E,1,Kin Term,Kin Term,TD,10.25,123,102.6456125,M
44,C,C,1,4,C,1,Personal Pronoun,Personal Pronoun,TD,10.25,123,102.6456125,M
44,C,E,2,5,E,1,Kin Term,Kin Term,TD,10.25,123,102.6456125,M
44,C,G,2,6,G,1,Noun,Noun,TD,10.25,123,102.6456125,M
44,C,C,2,7,C,1,Personal Pronoun,Personal Pronoun,TD,10.25,123,102.6456125,M
44,C,B,2,8,B,1,Noun,Noun,TD,10.25,123,102.6456125,M
45,A,E,1,1,E,1,Kin Term,Kin Term,TD,9.916666667,119,87.3756815,M
45,A,G,1,2,G,1,Noun,Noun,TD,9.916666667,119,87.3756815,M
45,A,C,1,3,C,1,Personal Pronoun,Personal Pronoun,TD,9.916666667,119,87.3756815,M
45,A,B,1,4,B,1,Noun,DemN,TD,9.916666667,119,87.3756815,M
45,A,C,2,5,C,1,Personal Pronoun,Personal Pronoun,TD,9.916666667,119,87.3756815,M
45,A,E,2,6,E,1,Kin Term,Kin Term,TD,9.916666667,119,87.3756815,M
45,A,B,2,7,B,1,Noun,Noun,TD,9.916666667,119,87.3756815,M
45,A,G,2,8,G,1,Noun,Noun,TD,9.916666667,119,87.3756815,M
46,B,C,1,1,C,1,Personal Pronoun,Personal Pronoun,TD,10.58333333,127,122.1368654,M
46,B,E,1,2,E,1,Occupational Title,Occupational Title,TD,10.58333333,127,122.1368654,M
46,B,B,1,3,B,1,Noun,Noun,TD,10.58333333,127,122.1368654,M
46,B,G,1,4,G,1,Noun,Noun,TD,10.58333333,127,122.1368654,M
46,B,G,2,5,G,1,Noun,Noun,TD,10.58333333,127,122.1368654,M
46,B,B,2,6,B,1,Noun,Noun,TD,10.58333333,127,122.1368654,M
46,B,E,2,7,E,1,Kin + Name,Kin + Name,TD,10.58333333,127,122.1368654,M
46,B,C,2,8,C,1,Personal Pronoun,Personal Pronoun,TD,10.58333333,127,122.1368654,M
47,C,G,1,1,G,1,Noun,Noun,TD,10.08333333,121,97.73546177,F
47,C,B,1,2,B,1,Noun,Noun,TD,10.08333333,121,97.73546177,F
47,C,E,1,3,E,1,Kin Term,Kin Term,TD,10.08333333,121,97.73546177,F
47,C,C,1,4,C,1,Personal Pronoun,Personal Pronoun,TD,10.08333333,121,97.73546177,F
47,C,E,2,5,E,1,Kin Term,Kin Term,TD,10.08333333,121,97.73546177,F
47,C,G,2,6,G,1,Noun,Noun,TD,10.08333333,121,97.73546177,F
47,C,C,2,7,C,1,Personal Pronoun,Personal Pronoun,TD,10.08333333,121,97.73546177,F
47,C,B,2,8,B,1,Noun,Noun,TD,10.08333333,121,97.73546177,F
48,A,E,1,1,E,1,Kin Term,Kin Term,TD,10,120,97.73546177,F
48,A,G,1,2,G,1,Noun,DemN,TD,10,120,97.73546177,F
48,A,C,1,3,C,1,Personal Pronoun,Personal Pronoun,TD,10,120,97.73546177,F
48,A,B,1,4,B,1,Noun,DemN,TD,10,120,97.73546177,F
48,A,C,2,5,C,1,Personal Pronoun,Personal Pronoun,TD,10,120,97.73546177,F
48,A,E,2,6,E,1,Kin Term,Kin Term,TD,10,120,97.73546177,F
48,A,B,2,7,B,1,Noun,DemN,TD,10,120,97.73546177,F
48,A,G,2,8,G,1,Noun,DemN,TD,10,120,97.73546177,F
49,C,G,1,1,G,1,Noun,Noun,TD,10,120,155.7852473,M
49,C,B,1,2,B,1,Noun,Noun,TD,10,120,155.7852473,M
49,C,E,1,3,E,1,Kin Term,Kin Term,TD,10,120,155.7852473,M
49,C,C,1,4,C,1,Personal Pronoun,Personal Pronoun,TD,10,120,155.7852473,M
49,C,E,2,5,E,1,Kin Term,Kin Term,TD,10,120,155.7852473,M
49,C,G,2,6,G,1,Noun,Noun,TD,10,120,155.7852473,M
49,C,C,2,7,C,1,Personal Pronoun,Personal Pronoun,TD,10,120,155.7852473,M
49,C,B,2,8,B,1,Noun,Noun,TD,10,120,155.7852473,M
50,A,E,1,1,E,1,Kin Term,Kin Term,TD,10.41666667,125,134.8952181,M
50,A,G,1,2,G,1,Personal Pronoun,Personal Pronoun,TD,10.41666667,125,134.8952181,M
50,A,C,1,3,C,1,Personal Pronoun,Personal Pronoun,TD,10.41666667,125,134.8952181,M
50,A,B,1,4,B,1,Noun,DemN,TD,10.41666667,125,134.8952181,M
50,A,C,2,5,C,1,Personal Pronoun,Personal Pronoun,TD,10.41666667,125,134.8952181,M
50,A,E,2,6,E,1,Kin Term,Kin Term,TD,10.41666667,125,134.8952181,M
50,A,B,2,7,B,1,Noun,DemN,TD,10.41666667,125,134.8952181,M
50,A,G,2,8,G,1,Personal Pronoun,Personal Pronoun,TD,10.41666667,125,134.8952181,M
51,C,G,1,1,G,1,Noun,Noun,TD,11.41666667,137,102.6456125,M
51,C,B,1,2,B,1,Noun,Noun,TD,11.41666667,137,102.6456125,M
51,C,E,1,3,E,1,Occupational Title,Occupational Title,TD,11.41666667,137,102.6456125,M
51,C,C,1,4,C,1,Personal Pronoun,Personal Pronoun,TD,11.41666667,137,102.6456125,M
51,C,E,2,5,E,1,Occupational Title,Occupational Title,TD,11.41666667,137,102.6456125,M
51,C,G,2,6,G,1,Noun,Noun,TD,11.41666667,137,102.6456125,M
51,C,C,2,7,C,1,Personal Pronoun,Personal Pronoun,TD,11.41666667,137,102.6456125,M
51,C,B,2,8,B,1,Noun,Noun,TD,11.41666667,137,102.6456125,M
52,A,E,1,1,E,1,Kin Term,Kin Term,TD,11.08333333,133,111.0827027,M
52,A,G,1,2,G,1,Noun,Noun,TD,11.08333333,133,111.0827027,M
52,A,C,1,3,C,1,Personal Pronoun,Personal Pronoun,TD,11.08333333,133,111.0827027,M
52,A,B,1,4,B,1,Noun,Noun,TD,11.08333333,133,111.0827027,M
52,A,C,2,5,C,1,Personal Pronoun,Personal Pronoun,TD,11.08333333,133,111.0827027,M
52,A,E,2,6,E,1,Kin Term,Kin Term,TD,11.08333333,133,111.0827027,M
52,A,B,2,7,B,1,Noun,Noun,TD,11.08333333,133,111.0827027,M
52,A,G,2,8,G,1,Noun,Noun,TD,11.08333333,133,111.0827027,M
53,B,C,1,1,C,1,Personal Pronoun,Personal Pronoun,TD,11.75,141,101.8849202,M
53,B,E,1,2,E,1,Kin Term,Kin Term,TD,11.75,141,101.8849202,M
53,B,B,1,3,B,1,Noun,Noun,TD,11.75,141,101.8849202,M
53,B,G,1,4,G,1,Noun,Noun,TD,11.75,141,101.8849202,M
53,B,G,2,5,G,1,Noun,Noun,TD,11.75,141,101.8849202,M
53,B,B,2,6,B,1,Noun,Noun,TD,11.75,141,101.8849202,M
53,B,E,2,7,E,1,Kin Term,Kin Term,TD,11.75,141,101.8849202,M
53,B,C,2,8,C,1,Personal Pronoun,Personal Pronoun,TD,11.75,141,101.8849202,M
54,C,G,1,1,G,1,Noun,Noun,TD,10.91666667,131,123.3216039,M
54,C,B,1,2,B,1,Noun,Noun,TD,10.91666667,131,123.3216039,M
54,C,E,1,3,E,1,Occupational Title,Occupational Title,TD,10.91666667,131,123.3216039,M
54,C,C,1,4,C,1,Personal Pronoun,Personal Pronoun,TD,10.91666667,131,123.3216039,M
54,C,E,2,5,E,1,Kin + Name,Kin + Name,TD,10.91666667,131,123.3216039,M
54,C,G,2,6,G,1,Noun,Noun,TD,10.91666667,131,123.3216039,M
54,C,C,2,7,C,1,Personal Pronoun,Personal Pronoun,TD,10.91666667,131,123.3216039,M
54,C,B,2,8,B,1,Noun,Noun,TD,10.91666667,131,123.3216039,M
55,A,E,1,1,E,1,Kin Term,Kin Term,TD,11.16666667,134,134.8952181,M
55,A,G,1,2,G,1,Noun,Noun,TD,11.16666667,134,134.8952181,M
55,A,C,1,3,C,1,Personal Pronoun,Personal Pronoun,TD,11.16666667,134,134.8952181,M
55,A,B,1,4,B,1,Noun,Noun,TD,11.16666667,134,134.8952181,M
55,A,C,2,5,C,1,Personal Pronoun,Personal Pronoun,TD,11.16666667,134,134.8952181,M
55,A,E,2,6,E,1,Kin Term,Kin Term,TD,11.16666667,134,134.8952181,M
55,A,B,2,7,B,1,Noun,Noun,TD,11.16666667,134,134.8952181,M
55,A,G,2,8,G,1,Noun,Noun,TD,11.16666667,134,134.8952181,M
56,C,G,1,1,G,1,Noun,Noun,TD,11,132,104.5822118,M
56,C,B,1,2,B,1,Noun,Noun,TD,11,132,104.5822118,M
56,C,E,1,3,E,1,Kin Term,Kin Term,TD,11,132,104.5822118,M
56,C,C,1,4,C,1,Personal Pronoun,Personal Pronoun,TD,11,132,104.5822118,M
56,C,E,2,5,E,1,Kin Term,Kin Term,TD,11,132,104.5822118,M
56,C,G,2,6,G,1,Noun,Noun,TD,11,132,104.5822118,M
56,C,C,2,7,C,1,Personal Pronoun,Personal Pronoun,TD,11,132,104.5822118,M
56,C,B,2,8,B,1,Noun,Noun,TD,11,132,104.5822118,M
58,C,G,1,1,G,1,Noun,Noun,TD,7.08333,84.99996,81.6020782,F
58,C,B,1,2,B,1,Noun,Noun,TD,7.08333,84.99996,81.6020782,F
58,C,E,1,3,E,1,Kin Term,Kin Term,TD,7.08333,84.99996,81.6020782,F
58,C,C,1,4,C,1,Personal Pronoun,Personal Pronoun,TD,7.08333,84.99996,81.6020782,F
58,C,E,2,5,E,1,Kin Term,Kin Term,TD,7.08333,84.99996,81.6020782,F
58,C,G,2,6,G,1,Noun,Noun,TD,7.08333,84.99996,81.6020782,F
58,C,C,2,7,C,1,Personal Pronoun,Personal Pronoun,TD,7.08333,84.99996,81.6020782,F
58,C,B,2,8,B,1,Noun,Noun,TD,7.08333,84.99996,81.6020782,F
60,A,E,1,1,E,1,Occupational Title,Occupational Title,TD,8.666666667,104,111.0827027,M
60,A,G,1,2,G,1,Noun,Noun,TD,8.666666667,104,111.0827027,M
60,A,C,1,3,C,1,Personal Pronoun,Personal Pronoun,TD,8.666666667,104,111.0827027,M
60,A,B,1,4,B,1,Noun,Noun,TD,8.666666667,104,111.0827027,M
60,A,C,2,5,C,1,Personal Pronoun,Personal Pronoun,TD,8.666666667,104,111.0827027,M
60,A,E,2,6,E,1,Kin Term,Kin Term,TD,8.666666667,104,111.0827027,M
60,A,B,2,7,B,1,Noun,Noun,TD,8.666666667,104,111.0827027,M
60,A,G,2,8,G,1,Noun,Noun,TD,8.666666667,104,111.0827027,M
61,B,C,1,1,C,1,Personal Name,Personal Name,TD,7.916666667,95,98.49349419,M
61,B,E,1,2,E,1,Occupational Title,Occupational Title,TD,7.916666667,95,98.49349419,M
61,B,B,1,3,B,1,Noun,Noun,TD,7.916666667,95,98.49349419,M
61,B,G,1,4,G,1,Noun,Noun,TD,7.916666667,95,98.49349419,M
61,B,G,2,5,G,1,Noun,Noun,TD,7.916666667,95,98.49349419,M
61,B,B,2,6,B,1,Noun,Noun,TD,7.916666667,95,98.49349419,M
61,B,E,2,7,E,1,Occupational Title,Occupational Title,TD,7.916666667,95,98.49349419,M
61,B,C,2,8,C,1,Personal Name,Personal Name,TD,7.916666667,95,98.49349419,M
62,C,G,1,1,G,1,Noun,Noun,TD,6.333333333,76,113.1684444,M
62,C,B,1,2,B,1,Noun,Noun,TD,6.333333333,76,113.1684444,M
62,C,E,1,3,E,1,Occupational Title,Occupational Title,TD,6.333333333,76,113.1684444,M
62,C,C,1,4,C,1,Personal Pronoun,Personal Pronoun,TD,6.333333333,76,113.1684444,M
62,C,E,2,5,E,1,Occupational Title,Occupational Title,TD,6.333333333,76,113.1684444,M
62,C,G,2,6,G,1,Noun,Noun,TD,6.333333333,76,113.1684444,M
62,C,C,2,7,C,1,Personal Pronoun,Personal Pronoun,TD,6.333333333,76,113.1684444,M
62,C,B,2,8,B,1,Noun,Noun,TD,6.333333333,76,113.1684444,M
63,A,E,1,1,E,1,Occupational Title,Occupational Title,TD,6.583333333,79,111.5828982,M
63,A,G,1,2,G,1,Noun,Noun,TD,6.583333333,79,111.5828982,M
63,A,C,1,3,C,1,Personal Pronoun,Personal Pronoun,TD,6.583333333,79,111.5828982,M
63,A,B,1,4,B,1,Noun,Noun,TD,6.583333333,79,111.5828982,M
63,A,C,2,5,C,1,Personal Pronoun,Personal Pronoun,TD,6.583333333,79,111.5828982,M
63,A,E,2,6,E,1,Occupational Title,Occupational Title,TD,6.583333333,79,111.5828982,M
63,A,B,2,7,B,1,Noun,Noun,TD,6.583333333,79,111.5828982,M
63,A,G,2,8,G,1,Noun,Noun,TD,6.583333333,79,111.5828982,M
64,A,E,1,1,E,1,Kin Term,Kin Term,TD,7.666666667,92,97.35438753,M
64,A,G,1,2,G,1,Noun,Noun,TD,7.666666667,92,97.35438753,M
64,A,C,1,3,C,1,Personal Pronoun,Personal Pronoun,TD,7.666666667,92,97.35438753,M
64,A,B,1,4,B,1,Noun,Noun,TD,7.666666667,92,97.35438753,M
64,A,C,2,5,C,1,Personal Pronoun,Personal Pronoun,TD,7.666666667,92,97.35438753,M
64,A,E,2,6,E,1,Kin Term,Kin Term,TD,7.666666667,92,97.35438753,M
64,A,B,2,7,B,1,Noun,Noun,TD,7.666666667,92,97.35438753,M
64,A,G,2,8,G,1,Noun,Noun,TD,7.666666667,92,97.35438753,M
65,B,C,1,1,C,1,Personal Pronoun,Personal Pronoun,TD,7.166666667,86,119.2232735,M
65,B,E,1,2,E,1,Occupational Title,Occupational Title,TD,7.166666667,86,119.2232735,M
65,B,B,1,3,B,1,Noun,Noun,TD,7.166666667,86,119.2232735,M
65,B,G,1,4,G,1,Noun,Noun,TD,7.166666667,86,119.2232735,M
65,B,G,2,5,G,1,Noun,Noun,TD,7.166666667,86,119.2232735,M
65,B,B,2,6,B,1,Noun,Noun,TD,7.166666667,86,119.2232735,M
65,B,E,2,7,E,1,Occupational Title,Occupational Title,TD,7.166666667,86,119.2232735,M
65,B,C,2,8,C,1,Personal Pronoun,Personal Pronoun,TD,7.166666667,86,119.2232735,M
66,C,G,1,1,G,1,Noun,Noun,TD,7.333333333,88,155.7852473,M
66,C,B,1,2,B,1,Noun,Noun,TD,7.333333333,88,155.7852473,M
66,C,E,1,3,E,1,Occupational Title,Occupational Title,TD,7.333333333,88,155.7852473,M
66,C,C,1,4,C,1,Personal Pronoun,Personal Pronoun,TD,7.333333333,88,155.7852473,M
66,C,E,2,5,E,1,Kin Term,Kin Term,TD,7.333333333,88,155.7852473,M
66,C,G,2,6,G,1,Noun,Noun,TD,7.333333333,88,155.7852473,M
66,C,C,2,7,C,1,Personal Pronoun,Personal Pronoun,TD,7.333333333,88,155.7852473,M
66,C,B,2,8,B,1,Noun,Noun,TD,7.333333333,88,155.7852473,M
67,C,G,1,1,G,1,Noun,Noun,TD,8.333333333,100,126.2602911,M
67,C,B,1,2,B,1,Noun,Noun,TD,8.333333333,100,126.2602911,M
67,C,E,1,3,E,1,Occupational Title,Occupational Title,TD,8.333333333,100,126.2602911,M
67,C,C,1,4,C,1,Personal Pronoun,Personal Pronoun,TD,8.333333333,100,126.2602911,M
67,C,E,2,5,E,1,Kin + Name,Kin + Name,TD,8.333333333,100,126.2602911,M
67,C,G,2,6,G,1,Noun,Noun,TD,8.333333333,100,126.2602911,M
67,C,C,2,7,C,1,Personal Pronoun,Personal Pronoun,TD,8.333333333,100,126.2602911,M
67,C,B,2,8,B,1,Noun,Noun,TD,8.333333333,100,126.2602911,M
68,A,E,1,1,NA,0,Noun,Noun,TD,8.166666667,98,155.7852473,M
68,A,G,1,2,G,1,Kin Term,Kin Term,TD,8.166666667,98,155.7852473,M
68,A,C,1,3,C,1,Personal Pronoun,Personal Pronoun,TD,8.166666667,98,155.7852473,M
68,A,B,1,4,B,1,Kin Term,Kin Term,TD,8.166666667,98,155.7852473,M
68,A,C,2,5,C,1,Personal Pronoun,Personal Pronoun,TD,8.166666667,98,155.7852473,M
68,A,E,2,6,E,1,Kin Term,Kin Term,TD,8.166666667,98,155.7852473,M
68,A,B,2,7,B,1,Kin Term,Kin Term,TD,8.166666667,98,155.7852473,M
68,A,G,2,8,G,1,Kin Term,Kin Term,TD,8.166666667,98,155.7852473,M
69,C,G,1,1,G,1,Noun,Noun,TD,7,84,134.8952181,M
69,C,B,1,2,B,1,Noun,Noun,TD,7,84,134.8952181,M
69,C,E,1,3,E,1,Noun,Noun,TD,7,84,134.8952181,M
69,C,C,1,4,C,1,Noun,Noun,TD,7,84,134.8952181,M
69,C,E,2,5,E,1,Noun,Noun,TD,7,84,134.8952181,M
69,C,G,2,6,G,1,Noun,Noun,TD,7,84,134.8952181,M
69,C,C,2,7,C,1,Noun,Noun,TD,7,84,134.8952181,M
69,C,B,2,8,B,1,Noun,Noun,TD,7,84,134.8952181,M
70,A,E,1,1,E,1,Kin Term,Kin Term,TD,8.833333333,106,115.5465008,F
70,A,G,1,2,G,1,Noun,Noun,TD,8.833333333,106,115.5465008,F
70,A,C,1,3,C,1,Personal Pronoun,Personal Pronoun,TD,8.833333333,106,115.5465008,F
70,A,B,1,4,B,1,Noun,Noun,TD,8.833333333,106,115.5465008,F
70,A,C,2,5,C,1,Personal Pronoun,Personal Pronoun,TD,8.833333333,106,115.5465008,F
70,A,E,2,6,E,1,Kin Term,Kin Term,TD,8.833333333,106,115.5465008,F
70,A,B,2,7,B,1,Noun,Noun,TD,8.833333333,106,115.5465008,F
70,A,G,2,8,G,1,Noun,Noun,TD,8.833333333,106,115.5465008,F
71,B,C,1,1,C,1,Personal Name,Personal Name,TD,9.166666667,110,106.5986975,F
71,B,E,1,2,E,1,Occupational Title,Occupational Title,TD,9.166666667,110,106.5986975,F
71,B,B,1,3,B,1,Noun,Noun,TD,9.166666667,110,106.5986975,F
71,B,G,1,4,G,1,Noun,Noun,TD,9.166666667,110,106.5986975,F
71,B,G,2,5,G,1,Noun,Noun,TD,9.166666667,110,106.5986975,F
71,B,B,2,6,B,1,Noun,Noun,TD,9.166666667,110,106.5986975,F
71,B,E,2,7,E,1,Occupational Title,Occupational Title,TD,9.166666667,110,106.5986975,F
71,B,C,2,8,C,1,Personal Name,Personal Name,TD,9.166666667,110,106.5986975,F
72,A,E,1,1,E,1,Occupational Title,Occupational Title,TD,9.416666667,113,96.97159781,M
72,A,G,1,2,G,1,Noun,Noun,TD,9.416666667,113,96.97159781,M
72,A,C,1,3,C,1,Personal Pronoun,Personal Pronoun,TD,9.416666667,113,96.97159781,M
72,A,B,1,4,B,1,Noun,Noun,TD,9.416666667,113,96.97159781,M
72,A,C,2,5,C,1,Personal Pronoun,Personal Pronoun,TD,9.416666667,113,96.97159781,M
72,A,E,2,6,E,1,Kin + Name,Kin + Name,TD,9.416666667,113,96.97159781,M
72,A,B,2,7,B,1,Noun,Noun,TD,9.416666667,113,96.97159781,M
72,A,G,2,8,G,1,Noun,Noun,TD,9.416666667,113,96.97159781,M
73,C,G,1,1,G,1,Noun,Noun,TD,9.583333333,115,98.49349419,M
73,C,B,1,2,B,1,Noun,Noun,TD,9.583333333,115,98.49349419,M
73,C,E,1,3,E,1,Occupational Title,Occupational Title,TD,9.583333333,115,98.49349419,M
73,C,C,1,4,C,1,Personal Pronoun,Personal Pronoun,TD,9.583333333,115,98.49349419,M
73,C,E,2,5,E,1,Kin + Name,Kin + Name,TD,9.583333333,115,98.49349419,M
73,C,G,2,6,G,1,Noun,Noun,TD,9.583333333,115,98.49349419,M
73,C,C,2,7,C,1,Personal Pronoun,Personal Pronoun,TD,9.583333333,115,98.49349419,M
73,C,B,2,8,B,1,Noun,Noun,TD,9.583333333,115,98.49349419,M
74,A,E,1,1,E,1,Kin + Name,Kin + Name,TD,5.583333333,67,104.5822118,M
74,A,G,1,2,G,1,Noun,Noun,TD,5.583333333,67,104.5822118,M
74,A,C,1,3,C,1,Personal Name,Personal Name,TD,5.583333333,67,104.5822118,M
74,A,B,1,4,B,1,Noun,Noun,TD,5.583333333,67,104.5822118,M
74,A,C,2,5,C,1,Personal Name,Personal Name,TD,5.583333333,67,104.5822118,M
74,A,E,2,6,E,1,Kin Term,Kin Term,TD,5.583333333,67,104.5822118,M
74,A,B,2,7,B,1,Noun,Noun,TD,5.583333333,67,104.5822118,M
74,A,G,2,8,G,1,Noun,Noun,TD,5.583333333,67,104.5822118,M
75,B,C,1,1,C,1,Personal Pronoun,Personal Pronoun,TD,6.416666667,77,89.88265375,M
75,B,E,1,2,E,1,Others,Pronoun,TD,6.416666667,77,89.88265375,M
75,B,B,1,3,B,1,Noun,DemN,TD,6.416666667,77,89.88265375,M
75,B,G,1,4,G,1,Noun,DemN,TD,6.416666667,77,89.88265375,M
75,B,G,2,5,G,1,Noun,DemN,TD,6.416666667,77,89.88265375,M
75,B,B,2,6,B,1,Noun,DemN,TD,6.416666667,77,89.88265375,M
75,B,E,2,7,E,1,Kin Term,Kin Term,TD,6.416666667,77,89.88265375,M
75,B,C,2,8,C,1,Personal Pronoun,Personal Pronoun,TD,6.416666667,77,89.88265375,M
76,C,G,1,1,G,1,Noun,Noun,TD,6.416666667,77,126.2602911,F
76,C,B,1,2,B,1,Noun,Noun,TD,6.416666667,77,126.2602911,F
76,C,E,1,3,E,1,Occupational Title,Occupational Title,TD,6.416666667,77,126.2602911,F
76,C,C,1,4,C,1,Noun,Noun,TD,6.416666667,77,126.2602911,F
76,C,E,2,5,E,1,Occupational Title,Occupational Title,TD,6.416666667,77,126.2602911,F
76,C,G,2,6,G,1,Noun,Noun,TD,6.416666667,77,126.2602911,F
76,C,C,2,7,C,1,Noun,Noun,TD,6.416666667,77,126.2602911,F
76,C,B,2,8,B,1,Noun,Noun,TD,6.416666667,77,126.2602911,F
77,A,E,1,1,E,1,Occupational Title,Occupational Title,TD,6.833333333,82,114.9168682,M
77,A,G,1,2,G,1,Noun,Noun,TD,6.833333333,82,114.9168682,M
77,A,C,1,3,C,1,Personal Pronoun,Personal Pronoun,TD,6.833333333,82,114.9168682,M
77,A,B,1,4,B,1,Noun,Noun,TD,6.833333333,82,114.9168682,M
77,A,C,2,5,C,1,Personal Pronoun,Personal Pronoun,TD,6.833333333,82,114.9168682,M
77,A,E,2,6,E,1,Kin Term,Kin Term,TD,6.833333333,82,114.9168682,M
77,A,B,2,7,B,1,Noun,Noun,TD,6.833333333,82,114.9168682,M
77,A,G,2,8,G,1,Noun,Noun,TD,6.833333333,82,114.9168682,M
78,C,G,1,1,G,1,Noun,Noun,TD,4.583333333,55,99.62396638,M
78,C,B,1,2,B,1,Noun,Noun,TD,4.583333333,55,99.62396638,M
78,C,E,1,3,E,1,Kin + Name,Kin + Name,TD,4.583333333,55,99.62396638,M
78,C,C,1,4,C,1,Personal Name,Personal Name,TD,4.583333333,55,99.62396638,M
78,C,E,2,5,E,1,Kin + Name,Kin + Name,TD,4.583333333,55,99.62396638,M
78,C,G,2,6,G,1,Noun,Noun,TD,4.583333333,55,99.62396638,M
78,C,C,2,7,C,1,Personal Name,Personal Name,TD,4.583333333,55,99.62396638,M
78,C,B,2,8,B,1,Noun,Noun,TD,4.583333333,55,99.62396638,M
79,B,C,1,1,C,1,Personal Name,Personal Name,TD,6,72,102.6456125,M
79,B,E,1,2,E,1,Occupational Title,Occupational Title,TD,6,72,102.6456125,M
79,B,B,1,3,B,1,Noun,Noun,TD,6,72,102.6456125,M
79,B,G,1,4,G,1,Noun,Noun,TD,6,72,102.6456125,M
79,B,G,2,5,G,1,Noun,Noun,TD,6,72,102.6456125,M
79,B,B,2,6,B,1,Noun,Noun,TD,6,72,102.6456125,M
79,B,E,2,7,E,1,Kin + Name,Kin + Name,TD,6,72,102.6456125,M
79,B,C,2,8,C,1,Personal Name,Personal Name,TD,6,72,102.6456125,M
80,A,E,1,1,E,1,Occupational Title,Occupational Title,TD,9.166666667,110,96.97159781,M
80,A,G,1,2,G,1,Noun,Noun,TD,9.166666667,110,96.97159781,M
80,A,C,1,3,C,1,Personal Pronoun,Personal Pronoun,TD,9.166666667,110,96.97159781,M
80,A,B,1,4,B,1,Noun,Noun,TD,9.166666667,110,96.97159781,M
80,A,C,2,5,C,1,Personal Pronoun,Personal Pronoun,TD,9.166666667,110,96.97159781,M
80,A,E,2,6,E,1,Occupational Title,Occupational Title,TD,9.166666667,110,96.97159781,M
80,A,B,2,7,B,1,Noun,Noun,TD,9.166666667,110,96.97159781,M
80,A,G,2,8,G,1,Noun,Noun,TD,9.166666667,110,96.97159781,M
81,A,E,1,1,E,1,Occupational Title,Occupational Title,TD,6.333333333,76,113.7304763,F
81,A,G,1,2,G,1,Noun,Noun,TD,6.333333333,76,113.7304763,F
81,A,C,1,3,C,1,Personal Pronoun,Personal Pronoun,TD,6.333333333,76,113.7304763,F
81,A,B,1,4,B,1,Noun,Noun,TD,6.333333333,76,113.7304763,F
81,A,C,2,5,C,1,Personal Pronoun,Personal Pronoun,TD,6.333333333,76,113.7304763,F
81,A,E,2,6,E,1,Kin + Name,Kin + Name,TD,6.333333333,76,113.7304763,F
81,A,B,2,7,B,1,Noun,Noun,TD,6.333333333,76,113.7304763,F
81,A,G,2,8,G,1,Noun,Noun,TD,6.333333333,76,113.7304763,F
82,B,C,1,1,C,1,Personal Pronoun,Personal Pronoun,TD,6,72,102.6456125,M
82,B,E,1,2,E,1,Occupational Title,Occupational Title,TD,6,72,102.6456125,M
82,B,B,1,3,B,1,Noun,Noun,TD,6,72,102.6456125,M
82,B,G,1,4,G,1,Noun,Noun,TD,6,72,102.6456125,M
82,B,G,2,5,G,1,Noun,Noun,TD,6,72,102.6456125,M
82,B,B,2,6,G,0,Noun,Noun,TD,6,72,102.6456125,M
82,B,E,2,7,E,1,Occupational Title,Occupational Title,TD,6,72,102.6456125,M
82,B,C,2,8,C,1,Personal Pronoun,Personal Pronoun,TD,6,72,102.6456125,M
83,A,E,1,1,E,1,Kin Term,Kin Term,TD,6,72,102.6456125,M
83,A,G,1,2,G,1,Kin Term,Kin Term,TD,6,72,102.6456125,M
83,A,C,1,3,C,1,Reflexive Pronoun,Reflexive Pronoun,TD,6,72,102.6456125,M
83,A,B,1,4,B,1,Noun,Noun,TD,6,72,102.6456125,M
83,A,C,2,5,C,1,Personal Name,Personal Name,TD,6,72,102.6456125,M
83,A,E,2,6,E,1,Kin Term,Kin Term,TD,6,72,102.6456125,M
83,A,B,2,7,B,1,Kin Term,Kin Term,TD,6,72,102.6456125,M
83,A,G,2,8,G,1,Kin Term,Kin Term,TD,6,72,102.6456125,M
84,B,C,1,1,C,1,Personal Name,Personal Name,TD,5.916666667,71,155.7852473,M
84,B,E,1,2,E,1,Kin Term,Kin Term,TD,5.916666667,71,155.7852473,M
84,B,B,1,3,B,1,Noun,Noun,TD,5.916666667,71,155.7852473,M
84,B,G,1,4,G,1,Noun,Noun,TD,5.916666667,71,155.7852473,M
