Subj,Form,Target,Block,Trial,Accuracy,NewAcc,AnsCat,ParGroup,Grade,Months,IQ,Handedness,Gender
47,B,M,2,5,1,1,Nouns,TD,5,133,37,R,M
48,C,B,1,1,1,1,Nouns,TD,5,130,42,R,M
48,C,E,1,2,1,1,Occu,TD,5,130,42,R,M
48,C,C,1,3,1,1,Personal pronouns,TD,5,130,42,R,M
48,C,G,1,4,1,1,Nouns,TD,5,130,42,R,M
48,C,M,1,5,1,1,Nouns,TD,5,130,42,R,M
48,C,E,2,1,1,1,Kin terms,TD,5,130,42,R,M
48,C,G,2,2,1,1,Nouns,TD,5,130,42,R,M
48,C,M,2,3,1,1,Nouns,TD,5,130,42,R,M
48,C,C,2,4,1,1,Personal pronouns,TD,5,130,42,R,M
48,C,B,2,5,1,1,Nouns,TD,5,130,42,R,M
49,A,E,1,1,1,1,Kin terms,TD,5,125,44,R,M
49,A,G,1,2,1,1,Nouns,TD,5,125,44,R,M
49,A,M,1,3,1,1,Nouns,TD,5,125,44,R,M
49,A,C,1,4,1,1,Personal pronouns,TD,5,125,44,R,M
49,A,B,1,5,1,1,Nouns,TD,5,125,44,R,M
49,A,C,2,1,1,1,Personal pronouns,TD,5,125,44,R,M
49,A,M,2,2,1,1,Nouns,TD,5,125,44,R,M
49,A,E,2,3,1,1,Kin terms,TD,5,125,44,R,M
49,A,B,2,4,1,1,Nouns,TD,5,125,44,R,M
49,A,G,2,5,1,1,Nouns,TD,5,125,44,R,M
50,A,E,1,1,1,1,Kin terms,TD,5,119,45,R,F
50,A,G,1,2,1,1,Nouns,TD,5,119,45,R,F
50,A,M,1,3,1,1,Nouns,TD,5,119,45,R,F
50,A,C,1,4,1,1,Personal pronouns,TD,5,119,45,R,F
50,A,B,1,5,1,1,Nouns,TD,5,119,45,R,F
50,A,C,2,1,1,1,Personal pronouns,TD,5,119,45,R,F
50,A,M,2,2,1,1,Nouns,TD,5,119,45,R,F
50,A,E,2,3,1,1,Kin terms,TD,5,119,45,R,F
50,A,B,2,4,1,1,Nouns,TD,5,119,45,R,F
50,A,G,2,5,1,1,Nouns,TD,5,119,45,R,F
51,B,C,1,1,1,1,Personal pronouns,TD,5,135,48,R,M
51,B,M,1,2,1,1,Nouns,TD,5,135,48,R,M
51,B,E,1,3,1,1,Kin terms,TD,5,135,48,R,M
51,B,B,1,4,1,1,Nouns,TD,5,135,48,R,M
51,B,G,1,5,1,1,Nouns,TD,5,135,48,R,M
51,B,B,2,1,1,1,Nouns,TD,5,135,48,R,M
51,B,E,2,2,1,1,Kin terms,TD,5,135,48,R,M
51,B,C,2,3,1,1,Personal pronouns,TD,5,135,48,R,M
51,B,G,2,4,1,1,Nouns,TD,5,135,48,R,M
51,B,M,2,5,1,1,Nouns,TD,5,135,48,R,M
52,C,B,1,1,1,1,Nouns,TD,5,114,50,R,M
52,C,E,1,2,1,1,Kin terms,TD,5,114,50,R,M
52,C,C,1,3,1,1,Personal pronouns,TD,5,114,50,R,M
52,C,G,1,4,1,1,Nouns,TD,5,114,50,R,M
52,C,M,1,5,1,1,Nouns,TD,5,114,50,R,M
52,C,E,2,1,1,1,Kin terms,TD,5,114,50,R,M
52,C,G,2,2,1,1,Nouns,TD,5,114,50,R,M
52,C,M,2,3,1,1,Nouns,TD,5,114,50,R,M
52,C,C,2,4,1,1,Personal pronouns,TD,5,114,50,R,M
52,C,B,2,5,1,1,Nouns,TD,5,114,50,R,M
53,A,E,1,1,1,1,Kin terms,TD,5,128,51,R,M
53,A,G,1,2,1,1,Nouns,TD,5,128,51,R,M
53,A,M,1,3,1,1,Nouns,TD,5,128,51,R,M
53,A,C,1,4,1,1,Personal names,TD,5,128,51,R,M
53,A,B,1,5,1,1,Nouns,TD,5,128,51,R,M
53,A,C,2,1,1,1,Personal names,TD,5,128,51,R,M
53,A,M,2,2,1,1,Nouns,TD,5,128,51,R,M
53,A,E,2,3,1,1,Kin terms,TD,5,128,51,R,M
53,A,B,2,4,1,1,Nouns,TD,5,128,51,R,M
53,A,G,2,5,1,1,Nouns,TD,5,128,51,R,M
54,B,C,1,1,1,1,Personal names,TD,5,125,54,R,M
54,B,M,1,2,1,1,Nouns,TD,5,125,54,R,M
54,B,E,1,3,1,1,Kin terms,TD,5,125,54,R,M
54,B,B,1,4,1,1,Nouns,TD,5,125,54,R,M
54,B,G,1,5,1,1,Nouns,TD,5,125,54,R,M
54,B,B,2,1,1,1,Nouns,TD,5,125,54,R,M
54,B,E,2,2,1,1,Kin terms,TD,5,125,54,R,M
54,B,C,2,3,1,1,Personal pronouns,TD,5,125,54,R,M
54,B,G,2,4,1,1,Nouns,TD,5,125,54,R,M
54,B,M,2,5,1,1,Nouns,TD,5,125,54,R,M
55,B,C,1,1,1,1,Personal pronouns,TD,5,123,50,R,F
55,B,M,1,2,1,1,Nouns,TD,5,123,50,R,F
55,B,E,1,3,1,1,Kin terms,TD,5,123,50,R,F
55,B,B,1,4,1,1,Nouns,TD,5,123,50,R,F
55,B,G,1,5,1,1,Nouns,TD,5,123,50,R,F
55,B,B,2,1,1,1,Nouns,TD,5,123,50,R,F
55,B,E,2,2,1,1,Kin terms,TD,5,123,50,R,F
55,B,C,2,3,1,1,Personal pronouns,TD,5,123,50,R,F
55,B,G,2,4,1,1,Nouns,TD,5,123,50,R,F
55,B,M,2,5,1,1,Nouns,TD,5,123,50,R,F
56,C,B,1,1,1,1,Nouns,TD,6,143,41,R,M
56,C,E,1,2,1,1,Kin terms,TD,6,143,41,R,M
56,C,C,1,3,1,1,Personal pronouns,TD,6,143,41,R,M
56,C,G,1,4,1,1,Nouns,TD,6,143,41,R,M
56,C,M,1,5,1,1,Nouns,TD,6,143,41,R,M
56,C,E,2,1,1,1,Kin terms,TD,6,143,41,R,M
56,C,G,2,2,1,1,Nouns,TD,6,143,41,R,M
56,C,M,2,3,1,1,Nouns,TD,6,143,41,R,M
56,C,C,2,4,1,1,Personal pronouns,TD,6,143,41,R,M
56,C,B,2,5,1,1,Nouns,TD,6,143,41,R,M
57,A,E,1,1,1,1,Kin terms,TD,6,143,43,R,M
57,A,G,1,2,1,1,Nouns,TD,6,143,43,R,M
57,A,M,1,3,1,1,Nouns,TD,6,143,43,R,M
57,A,C,1,4,1,1,Personal pronouns,TD,6,143,43,R,M
57,A,B,1,5,1,1,Nouns,TD,6,143,43,R,M
57,A,C,2,1,1,1,Personal pronouns,TD,6,143,43,R,M
57,A,M,2,2,1,1,Nouns,TD,6,143,43,R,M
57,A,E,2,3,1,1,Kin terms,TD,6,143,43,R,M
57,A,B,2,4,1,1,Nouns,TD,6,143,43,R,M
57,A,G,2,5,1,1,Nouns,TD,6,143,43,R,M
58,C,B,1,1,1,1,Nouns,TD,6,143,44,R,F
58,C,E,1,2,1,1,Occu,TD,6,143,44,R,F
58,C,C,1,3,1,1,Personal pronouns,TD,6,143,44,R,F
58,C,G,1,4,1,1,Nouns,TD,6,143,44,R,F
58,C,M,1,5,1,1,Nouns,TD,6,143,44,R,F
58,C,E,2,1,1,1,Occu,TD,6,143,44,R,F
58,C,G,2,2,1,1,Nouns,TD,6,143,44,R,F
58,C,M,2,3,1,1,Nouns,TD,6,143,44,R,F
58,C,C,2,4,1,1,Personal pronouns,TD,6,143,44,R,F
58,C,B,2,5,1,1,Nouns,TD,6,143,44,R,F
59,A,E,1,1,1,1,Occu,TD,6,152,44,R,M
59,A,G,1,2,1,1,Nouns,TD,6,152,44,R,M
59,A,M,1,3,1,1,Nouns,TD,6,152,44,R,M
59,A,C,1,4,1,1,Personal pronouns,TD,6,152,44,R,M
59,A,B,1,5,1,1,Nouns,TD,6,152,44,R,M
59,A,C,2,1,1,1,Personal names,TD,6,152,44,R,M
59,A,M,2,2,1,1,Nouns,TD,6,152,44,R,M
59,A,E,2,3,1,1,Kin terms,TD,6,152,44,R,M
59,A,B,2,4,1,1,Nouns,TD,6,152,44,R,M
59,A,G,2,5,1,1,Nouns,TD,6,152,44,R,M
60,B,C,1,1,1,1,Personal pronouns,TD,6,141,47,R,M
60,B,M,1,2,1,1,Nouns,TD,6,141,47,R,M
60,B,E,1,3,1,1,Kin terms,TD,6,141,47,R,M
60,B,B,1,4,1,1,Nouns,TD,6,141,47,R,M
60,B,G,1,5,1,1,Nouns,TD,6,141,47,R,M
60,B,B,2,1,1,1,Nouns,TD,6,141,47,R,M
60,B,E,2,2,1,1,Kin terms,TD,6,141,47,R,M
60,B,C,2,3,1,1,Personal pronouns,TD,6,141,47,R,M
60,B,G,2,4,1,1,Nouns,TD,6,141,47,R,M
60,B,M,2,5,1,1,Nouns,TD,6,141,47,R,M
61,B,C,1,1,1,1,Personal pronouns,TD,6,139,48,R,F
61,B,M,1,2,1,1,Nouns,TD,6,139,48,R,F
61,B,E,1,3,1,1,Occu,TD,6,139,48,R,F
61,B,B,1,4,1,1,Nouns,TD,6,139,48,R,F
61,B,G,1,5,1,1,Nouns,TD,6,139,48,R,F
61,B,B,2,1,1,1,Nouns,TD,6,139,48,R,F
61,B,E,2,2,1,1,Occu,TD,6,139,48,R,F
61,B,C,2,3,1,1,Personal pronouns,TD,6,139,48,R,F
61,B,G,2,4,1,1,Nouns,TD,6,139,48,R,F
61,B,M,2,5,1,1,Nouns,TD,6,139,48,R,F
62,C,B,1,1,1,1,Nouns,TD,6,141,51,R,F
62,C,E,1,2,1,1,Occu,TD,6,141,51,R,F
62,C,C,1,3,1,1,Reflexive pronouns,TD,6,141,51,R,F
62,C,G,1,4,1,1,Nouns,TD,6,141,51,R,F
62,C,M,1,5,1,1,Nouns,TD,6,141,51,R,F
62,C,E,2,1,1,1,Kin terms,TD,6,141,51,R,F
62,C,G,2,2,1,1,Nouns,TD,6,141,51,R,F
62,C,M,2,3,1,1,Nouns,TD,6,141,51,R,F
62,C,C,2,4,1,1,Reflexive pronouns,TD,6,141,51,R,F
62,C,B,2,5,1,1,Nouns,TD,6,141,51,R,F
63,A,E,1,1,0,0,Nouns,TD,6,139,51,R,F
63,A,G,1,2,1,1,Nouns,TD,6,139,51,R,F
63,A,M,1,3,1,1,Nouns,TD,6,139,51,R,F
63,A,C,1,4,1,1,Nouns,TD,6,139,51,R,F
63,A,B,1,5,1,1,Nouns,TD,6,139,51,R,F
63,A,C,2,1,1,1,Nouns,TD,6,139,51,R,F
63,A,M,2,2,1,1,Nouns,TD,6,139,51,R,F
63,A,E,2,3,0,0,Nouns,TD,6,139,51,R,F
63,A,B,2,4,1,1,Nouns,TD,6,139,51,R,F
63,A,G,2,5,1,1,Nouns,TD,6,139,51,R,F
64,C,B,1,1,1,1,Nouns,TD,6,142,52,R,M
64,C,E,1,2,1,1,Kin terms,TD,6,142,52,R,M
64,C,C,1,3,1,1,Personal pronouns,TD,6,142,52,R,M
64,C,G,1,4,1,1,Nouns,TD,6,142,52,R,M
64,C,M,1,5,1,1,Nouns,TD,6,142,52,R,M
64,C,E,2,1,1,1,Kin terms,TD,6,142,52,R,M
64,C,G,2,2,1,1,Nouns,TD,6,142,52,R,M
64,C,M,2,3,1,1,Nouns,TD,6,142,52,R,M
64,C,C,2,4,1,1,Personal pronouns,TD,6,142,52,R,M
64,C,B,2,5,1,1,Nouns,TD,6,142,52,R,M
65,A,E,1,1,1,1,Occu,TD,6,132,53,R,M
65,A,G,1,2,1,1,Nouns,TD,6,132,53,R,M
65,A,M,1,3,1,1,Nouns,TD,6,132,53,R,M
65,A,C,1,4,1,1,Personal pronouns,TD,6,132,53,R,M
65,A,B,1,5,1,1,Nouns,TD,6,132,53,R,M
65,A,C,2,1,1,1,Personal pronouns,TD,6,132,53,R,M
65,A,M,2,2,1,1,Nouns,TD,6,132,53,R,M
65,A,E,2,3,1,1,Occu,TD,6,132,53,R,M
65,A,B,2,4,1,1,Nouns,TD,6,132,53,R,M
65,A,G,2,5,1,1,Nouns,TD,6,132,53,R,M
66,B,C,1,1,1,1,Personal pronouns,TD,6,129,55,R,M
66,B,M,1,2,1,1,Nouns,TD,6,129,55,R,M
66,B,E,1,3,1,1,Occu,TD,6,129,55,R,M
66,B,B,1,4,1,1,Nouns,TD,6,129,55,R,M
66,B,G,1,5,1,1,Nouns,TD,6,129,55,R,M
66,B,B,2,1,1,1,Nouns,TD,6,129,55,R,M
66,B,E,2,2,1,1,Kin terms,TD,6,129,55,R,M
66,B,C,2,3,1,1,Personal pronouns,TD,6,129,55,R,M
66,B,G,2,4,1,1,Nouns,TD,6,129,55,R,M
66,B,M,2,5,1,1,Nouns,TD,6,129,55,R,M
67,C,B,1,1,1,1,Nouns,TD,2,83,28,L,M
67,C,E,1,2,1,1,Occu,TD,2,83,28,L,M
67,C,C,1,3,1,1,Personal pronouns,TD,2,83,28,L,M
67,C,G,1,4,1,1,Nouns,TD,2,83,28,L,M
67,C,M,1,5,1,1,Nouns,TD,2,83,28,L,M
67,C,E,2,1,1,1,Occu,TD,2,83,28,L,M
67,C,G,2,2,1,1,Nouns,TD,2,83,28,L,M
67,C,M,2,3,1,1,Nouns,TD,2,83,28,L,M
67,C,C,2,4,0,0,Nouns,TD,2,83,28,L,M
67,C,B,2,5,1,1,Nouns,TD,2,83,28,L,M
68,C,B,1,1,1,1,Nouns,TD,2,85,30,R,M
68,C,E,1,2,0,0,Nouns,TD,2,85,30,R,M
68,C,C,1,3,0,0,Nouns,TD,2,85,30,R,M
68,C,G,1,4,1,1,Nouns,TD,2,85,30,R,M
68,C,M,1,5,1,1,Nouns,TD,2,85,30,R,M
68,C,E,2,1,0,0,Nouns,TD,2,85,30,R,M
68,C,G,2,2,1,1,Nouns,TD,2,85,30,R,M
68,C,M,2,3,1,1,Nouns,TD,2,85,30,R,M
68,C,C,2,4,0,0,Nouns,TD,2,85,30,R,M
68,C,B,2,5,1,1,Nouns,TD,2,85,30,R,M
69,A,E,1,1,1,1,Kin terms,TD,2,93,33,R,M
69,A,G,1,2,1,1,Nouns,TD,2,93,33,R,M
69,A,M,1,3,1,1,Nouns,TD,2,93,33,R,M
69,A,C,1,4,1,1,Personal pronouns,TD,2,93,33,R,M
69,A,B,1,5,1,1,Nouns,TD,2,93,33,R,M
69,A,C,2,1,1,1,Personal pronouns,TD,2,93,33,R,M
69,A,M,2,2,1,1,Nouns,TD,2,93,33,R,M
69,A,E,2,3,1,1,Kin terms,TD,2,93,33,R,M
69,A,B,2,4,1,1,Nouns,TD,2,93,33,R,M
69,A,G,2,5,1,1,Nouns,TD,2,93,33,R,M
70,B,C,1,1,1,1,Personal pronouns,TD,2,90,37,R,F
70,B,M,1,2,1,1,Nouns,TD,2,90,37,R,F
70,B,E,1,3,1,1,Occu,TD,2,90,37,R,F
70,B,B,1,4,1,1,Nouns,TD,2,90,37,R,F
70,B,G,1,5,1,1,Nouns,TD,2,90,37,R,F
70,B,B,2,1,1,1,Nouns,TD,2,90,37,R,F
70,B,E,2,2,1,1,Kin terms,TD,2,90,37,R,F
70,B,C,2,3,1,1,Personal pronouns,TD,2,90,37,R,F
70,B,G,2,4,1,1,Nouns,TD,2,90,37,R,F
70,B,M,2,5,1,1,Nouns,TD,2,90,37,R,F
71,B,C,1,1,1,1,Personal names,TD,2,90,39,R,M
71,B,M,1,2,1,1,Nouns,TD,2,90,39,R,M
71,B,E,1,3,1,1,Occu,TD,2,90,39,R,M
71,B,B,1,4,1,1,Nouns,TD,2,90,39,R,M
71,B,G,1,5,1,1,Nouns,TD,2,90,39,R,M
71,B,B,2,1,1,1,Nouns,TD,2,90,39,R,M
71,B,E,2,2,1,1,Kin terms,TD,2,90,39,R,M
71,B,C,2,3,1,1,Personal names,TD,2,90,39,R,M
71,B,G,2,4,1,1,Nouns,TD,2,90,39,R,M
71,B,M,2,5,1,1,Nouns,TD,2,90,39,R,M
72,C,B,1,1,1,1,Nouns,TD,2,91,39,R,M
72,C,E,1,2,1,1,Occu,TD,2,91,39,R,M
72,C,C,1,3,1,1,Personal pronouns,TD,2,91,39,R,M
72,C,G,1,4,1,1,Nouns,TD,2,91,39,R,M
72,C,M,1,5,1,1,Nouns,TD,2,91,39,R,M
72,C,E,2,1,1,1,Occu,TD,2,91,39,R,M
72,C,G,2,2,0,0,Nouns,TD,2,91,39,R,M
72,C,M,2,3,1,1,Nouns,TD,2,91,39,R,M
72,C,C,2,4,1,1,Personal pronouns,TD,2,91,39,R,M
72,C,B,2,5,1,1,Nouns,TD,2,91,39,R,M
73,A,E,1,1,1,1,Kin terms,TD,3,104,42,R,M
73,A,G,1,2,1,1,Nouns,TD,3,104,42,R,M
73,A,M,1,3,1,1,Nouns,TD,3,104,42,R,M
73,A,C,1,4,1,1,Personal pronouns,TD,3,104,42,R,M
73,A,B,1,5,1,1,Nouns,TD,3,104,42,R,M
73,A,C,2,1,1,1,Personal pronouns,TD,3,104,42,R,M
73,A,M,2,2,1,1,Nouns,TD,3,104,42,R,M
73,A,E,2,3,1,1,Kin terms,TD,3,104,42,R,M
73,A,B,2,4,1,1,Nouns,TD,3,104,42,R,M
73,A,G,2,5,1,1,Nouns,TD,3,104,42,R,M
74,B,C,1,1,1,1,Personal pronouns,TD,4,112,23,R,M
74,B,M,1,2,1,1,Nouns,TD,4,112,23,R,M
74,B,E,1,3,1,1,Occu,TD,4,112,23,R,M
74,B,B,1,4,1,1,Nouns,TD,4,112,23,R,M
74,B,G,1,5,1,1,Nouns,TD,4,112,23,R,M
74,B,B,2,1,1,1,Nouns,TD,4,112,23,R,M
74,B,E,2,2,1,1,Kin terms,TD,4,112,23,R,M
74,B,C,2,3,1,1,Personal pronouns,TD,4,112,23,R,M
74,B,G,2,4,1,1,Nouns,TD,4,112,23,R,M
74,B,M,2,5,1,1,Nouns,TD,4,112,23,R,M
75,C,B,1,1,1,1,Nouns,TD,4,107,51,R,M
75,C,E,1,2,1,1,Occu,TD,4,107,51,R,M
75,C,C,1,3,1,1,Personal pronouns,TD,4,107,51,R,M
75,C,G,1,4,1,1,Nouns,TD,4,107,51,R,M
75,C,M,1,5,1,1,Nouns,TD,4,107,51,R,M
75,C,E,2,1,1,1,Kin terms,TD,4,107,51,R,M
75,C,G,2,2,1,1,Nouns,TD,4,107,51,R,M
75,C,M,2,3,1,1,Nouns,TD,4,107,51,R,M
75,C,C,2,4,1,1,Personal pronouns,TD,4,107,51,R,M
75,C,B,2,5,1,1,Nouns,TD,4,107,51,R,M
76,A,E,1,1,0,0,Nouns,TD,4,106,24,R,M
76,A,G,1,2,1,1,Nouns,TD,4,106,24,R,M
76,A,M,1,3,1,1,Nouns,TD,4,106,24,R,M
76,A,C,1,4,1,1,Personal pronouns,TD,4,106,24,R,M
76,A,B,1,5,1,1,Nouns,TD,4,106,24,R,M
76,A,C,2,1,1,1,Reflexive pronouns,TD,4,106,24,R,M
76,A,M,2,2,1,1,Nouns,TD,4,106,24,R,M
76,A,E,2,3,1,1,Occu,TD,4,106,24,R,M
76,A,B,2,4,1,1,Nouns,TD,4,106,24,R,M
76,A,G,2,5,1,1,Nouns,TD,4,106,24,R,M
77,B,C,1,1,1,1,Personal pronouns,TD,4,116,29,R,M
77,B,M,1,2,1,1,Nouns,TD,4,116,29,R,M
77,B,E,1,3,1,1,Occu,TD,4,116,29,R,M
77,B,B,1,4,1,1,Nouns,TD,4,116,29,R,M
77,B,G,1,5,1,1,Nouns,TD,4,116,29,R,M
77,B,B,2,1,1,1,Nouns,TD,4,116,29,R,M
77,B,E,2,2,1,1,Occu,TD,4,116,29,R,M
77,B,C,2,3,1,1,Personal pronouns,TD,4,116,29,R,M
77,B,G,2,4,1,1,Nouns,TD,4,116,29,R,M
77,B,M,2,5,1,1,Nouns,TD,4,116,29,R,M
78,C,B,1,1,1,1,Nouns,TD,1,75,28,R,M
78,C,E,1,2,1,1,Occu,TD,1,75,28,R,M
78,C,C,1,3,1,1,Reflexive pronouns,TD,1,75,28,R,M
78,C,G,1,4,1,1,Nouns,TD,1,75,28,R,M
78,C,M,1,5,1,1,Nouns,TD,1,75,28,R,M
78,C,E,2,1,1,1,Occu,TD,1,75,28,R,M
78,C,G,2,2,1,1,Nouns,TD,1,75,28,R,M
78,C,M,2,3,1,1,Nouns,TD,1,75,28,R,M
78,C,C,2,4,1,1,Reflexive pronouns,TD,1,75,28,R,M
78,C,B,2,5,1,1,Nouns,TD,1,75,28,R,M
79,A,E,1,1,1,1,Kin terms,TD,1,73,36,R,M
79,A,G,1,2,1,1,Nouns,TD,1,73,36,R,M
79,A,M,1,3,1,1,Nouns,TD,1,73,36,R,M
79,A,C,1,4,1,1,Personal names,TD,1,73,36,R,M
79,A,B,1,5,1,1,Nouns,TD,1,73,36,R,M
79,A,C,2,1,1,1,Personal pronouns,TD,1,73,36,R,M
79,A,M,2,2,1,1,Nouns,TD,1,73,36,R,M
79,A,E,2,3,1,1,Kin terms,TD,1,73,36,R,M
79,A,B,2,4,1,1,Nouns,TD,1,73,36,R,M
79,A,G,2,5,1,1,Nouns,TD,1,73,36,R,M
81,B,C,1,1,1,1,Personal pronouns,TD,2,83,26,R,M
81,B,M,1,2,1,1,Nouns,TD,2,83,26,R,M
81,B,E,1,3,1,1,Kin terms,TD,2,83,26,R,M
81,B,B,1,4,1,1,Nouns,TD,2,83,26,R,M
81,B,G,1,5,1,1,Nouns,TD,2,83,26,R,M
81,B,B,2,1,1,1,Nouns,TD,2,83,26,R,M
81,B,E,2,2,1,1,Kin terms,TD,2,83,26,R,M
81,B,C,2,3,1,1,Personal pronouns,TD,2,83,26,R,M
81,B,G,2,4,1,1,Nouns,TD,2,83,26,R,M
81,B,M,2,5,1,1,Nouns,TD,2,83,26,R,M
82,C,B,1,1,1,1,Nouns,TD,2,87,31,R,M
82,C,E,1,2,1,1,Occu,TD,2,87,31,R,M
82,C,C,1,3,1,1,Personal pronouns,TD,2,87,31,R,M
82,C,G,1,4,1,1,Nouns,TD,2,87,31,R,M
82,C,M,1,5,1,1,Nouns,TD,2,87,31,R,M
82,C,E,2,1,1,1,Kin terms,TD,2,87,31,R,M
82,C,G,2,2,1,1,Nouns,TD,2,87,31,R,M
82,C,M,2,3,1,1,Nouns,TD,2,87,31,R,M
82,C,C,2,4,1,1,Personal names,TD,2,87,31,R,M
82,C,B,2,5,1,1,Nouns,TD,2,87,31,R,M
83,A,E,1,1,1,1,Kin terms,TD,4,122,43,R,M
83,A,G,1,2,1,1,Nouns,TD,4,122,43,R,M
83,A,M,1,3,1,1,Nouns,TD,4,122,43,R,M
83,A,C,1,4,1,1,Personal pronouns,TD,4,122,43,R,M
83,A,B,1,5,1,1,Nouns,TD,4,122,43,R,M
83,A,C,2,1,1,1,Personal pronouns,TD,4,122,43,R,M
83,A,M,2,2,1,1,Nouns,TD,4,122,43,R,M
83,A,E,2,3,1,1,Kin terms,TD,4,122,43,R,M
83,A,B,2,4,1,1,Nouns,TD,4,122,43,R,M
83,A,G,2,5,1,1,Nouns,TD,4,122,43,R,M
84,C,B,1,1,1,1,Nouns,TD,4,119,42,R,F
84,C,E,1,2,1,1,Kin terms,TD,4,119,42,R,F
84,C,C,1,3,1,1,Personal pronouns,TD,4,119,42,R,F
84,C,G,1,4,1,1,Nouns,TD,4,119,42,R,F
84,C,M,1,5,1,1,Nouns,TD,4,119,42,R,F
84,C,E,2,1,1,1,Kin terms,TD,4,119,42,R,F
84,C,G,2,2,1,1,Nouns,TD,4,119,42,R,F
84,C,M,2,3,1,1,Nouns,TD,4,119,42,R,F
84,C,C,2,4,1,1,Personal pronouns,TD,4,119,42,R,F
84,C,B,2,5,1,1,Nouns,TD,4,119,42,R,F
85,A,E,1,1,1,1,Kin terms,TD,4,111,30,R,F
85,A,G,1,2,1,1,Nouns,TD,4,111,30,R,F
85,A,M,1,3,1,1,Nouns,TD,4,111,30,R,F
85,A,C,1,4,1,1,Personal pronouns,TD,4,111,30,R,F
85,A,B,1,5,1,1,Nouns,TD,4,111,30,R,F
85,A,C,2,1,1,1,Personal pronouns,TD,4,111,30,R,F
85,A,M,2,2,1,1,Nouns,TD,4,111,30,R,F
85,A,E,2,3,1,1,Kin terms,TD,4,111,30,R,F
85,A,B,2,4,1,1,Nouns,TD,4,111,30,R,F
85,A,G,2,5,1,1,Nouns,TD,4,111,30,R,F
87,C,B,1,1,1,1,Nouns,TD,2,82,29,R,F
87,C,E,1,2,1,1,Occu,TD,2,82,29,R,F
87,C,C,1,3,1,1,Personal pronouns,TD,2,82,29,R,F
87,C,G,1,4,1,1,Nouns,TD,2,82,29,R,F
87,C,M,1,5,1,1,Nouns,TD,2,82,29,R,F
87,C,E,2,1,1,1,Kin terms,TD,2,82,29,R,F
87,C,G,2,2,1,1,Nouns,TD,2,82,29,R,F
87,C,M,2,3,1,1,Nouns,TD,2,82,29,R,F
87,C,C,2,4,1,1,Personal pronouns,TD,2,82,29,R,F
87,C,B,2,5,1,1,Nouns,TD,2,82,29,R,F
89,C,B,1,1,1,1,Nouns,TD,3,108,38,R,M
89,C,E,1,2,1,1,Occu,TD,3,108,38,R,M
89,C,C,1,3,1,1,Personal pronouns,TD,3,108,38,R,M
89,C,G,1,4,1,1,Nouns,TD,3,108,38,R,M
89,C,M,1,5,1,1,Nouns,TD,3,108,38,R,M
89,C,E,2,1,1,1,Occu,TD,3,108,38,R,M
89,C,G,2,2,1,1,Nouns,TD,3,108,38,R,M
89,C,M,2,3,1,1,Nouns,TD,3,108,38,R,M
89,C,C,2,4,1,1,Personal pronouns,TD,3,108,38,R,M
89,C,B,2,5,1,1,Nouns,TD,3,108,38,R,M
90,B,C,1,1,1,1,Personal pronouns,TD,3,107,28,R,M
90,B,M,1,2,1,1,Nouns,TD,3,107,28,R,M
90,B,E,1,3,1,1,Occu,TD,3,107,28,R,M
90,B,B,1,4,1,1,Nouns,TD,3,107,28,R,M
90,B,G,1,5,1,1,Nouns,TD,3,107,28,R,M
90,B,B,2,1,1,1,Nouns,TD,3,107,28,R,M
90,B,E,2,2,1,1,Occu,TD,3,107,28,R,M
90,B,C,2,3,1,1,Personal names,TD,3,107,28,R,M
90,B,G,2,4,1,1,Nouns,TD,3,107,28,R,M
90,B,M,2,5,1,1,Nouns,TD,3,107,28,R,M
91,A,E,1,1,0,0,Nouns,TD,3,117,42,R,M
91,A,G,1,2,0,0,Nouns,TD,3,117,42,R,M
91,A,M,1,3,0,0,Nouns,TD,3,117,42,R,M
91,A,C,1,4,0,0,Nouns,TD,3,117,42,R,M
91,A,B,1,5,1,1,Nouns,TD,3,117,42,R,M
91,A,C,2,1,0,0,Nouns,TD,3,117,42,R,M
91,A,M,2,2,0,0,Nouns,TD,3,117,42,R,M
91,A,E,2,3,0,0,Nouns,TD,3,117,42,R,M
91,A,B,2,4,0,0,Nouns,TD,3,117,42,R,M
91,A,G,2,5,1,1,Nouns,TD,3,117,42,R,M
92,B,C,1,1,1,1,Personal pronouns,TD,3,107,34,R,M
92,B,M,1,2,1,1,Nouns,TD,3,107,34,R,M
92,B,E,1,3,1,1,Kin terms,TD,3,107,34,R,M
92,B,B,1,4,1,1,Nouns,TD,3,107,34,R,M
92,B,G,1,5,1,1,Nouns,TD,3,107,34,R,M
92,B,B,2,1,1,1,Nouns,TD,3,107,34,R,M
92,B,E,2,2,1,1,Kin terms,TD,3,107,34,R,M
92,B,C,2,3,1,1,Personal pronouns,TD,3,107,34,R,M
92,B,G,2,4,1,1,Nouns,TD,3,107,34,R,M
92,B,M,2,5,1,1,Nouns,TD,3,107,34,R,M
93,C,B,1,1,1,1,Nouns,TD,3,107,36,R,M
93,C,E,1,2,1,1,Occu,TD,3,107,36,R,M
93,C,C,1,3,1,1,Personal pronouns,TD,3,107,36,R,M
93,C,G,1,4,1,1,Nouns,TD,3,107,36,R,M
93,C,M,1,5,1,1,Nouns,TD,3,107,36,R,M
93,C,E,2,1,1,1,Occu,TD,3,107,36,R,M
93,C,G,2,2,1,1,Nouns,TD,3,107,36,R,M
