Subj,Form,Item,Phase,Block,Word,Target,Person,Answer,Accuracy,Repeat,ParGroup,Age,Months,SSIQ,Gender,Grade
14,A,19,4,1,kha:,E,1,C,0,0,ASD,10.16666667,122,76.67839608,M,3
14,A,20,4,1,th7:,G,3,B,0,0,ASD,10.16666667,122,76.67839608,M,3
14,A,21,4,1,phi:,E,1,E,1,0,ASD,10.16666667,122,76.67839608,M,3
14,A,22,4,2,th7:,G,3,B,0,0,ASD,10.16666667,122,76.67839608,M,3
14,A,23,4,2,phi:,E,1,E,1,0,ASD,10.16666667,122,76.67839608,M,3
14,A,24,4,2,kha:,E,1,C,0,0,ASD,10.16666667,122,76.67839608,M,3
15,B,1,1,1,phi:,E,1,E,1,0,ASD,8.166666667,98,81.6020782,M,1
15,B,2,1,1,phom,C,2,C,1,0,ASD,8.166666667,98,81.6020782,M,1
15,B,3,1,1,th7:,G,3,C,0,0,ASD,8.166666667,98,81.6020782,M,1
15,B,4,1,2,phom,C,2,C,1,0,ASD,8.166666667,98,81.6020782,M,1
15,B,5,1,2,th7:,G,3,C,0,0,ASD,8.166666667,98,81.6020782,M,1
15,B,6,1,2,phi:,E,1,G,0,0,ASD,8.166666667,98,81.6020782,M,1
15,B,7,2,1,khun,C,2,C,1,0,ASD,8.166666667,98,81.6020782,M,1
15,B,8,2,1,kha:,E,1,C,0,0,ASD,8.166666667,98,81.6020782,M,1
15,B,9,2,1,khaw,B,3,B,1,0,ASD,8.166666667,98,81.6020782,M,1
15,B,10,2,2,kha:,E,1,B,0,0,ASD,8.166666667,98,81.6020782,M,1
15,B,11,2,2,khaw,B,3,B,1,0,ASD,8.166666667,98,81.6020782,M,1
15,B,12,2,2,khun,C,2,C,1,0,ASD,8.166666667,98,81.6020782,M,1
15,B,13,3,1,phi:,E,1,G,0,0,ASD,8.166666667,98,81.6020782,M,1
15,B,14,3,1,kha:,E,1,B,0,0,ASD,8.166666667,98,81.6020782,M,1
15,B,15,3,1,th7:,G,3,C,0,0,ASD,8.166666667,98,81.6020782,M,1
15,B,16,3,2,kha:,E,1,C,0,0,ASD,8.166666667,98,81.6020782,M,1
15,B,17,3,2,th7:,G,3,C,0,0,ASD,8.166666667,98,81.6020782,M,1
15,B,18,3,2,phi:,E,1,G,0,0,ASD,8.166666667,98,81.6020782,M,1
15,B,19,4,1,phom,C,2,C,1,0,ASD,8.166666667,98,81.6020782,M,1
15,B,20,4,1,khun,C,2,C,1,0,ASD,8.166666667,98,81.6020782,M,1
15,B,21,4,1,khaw,B,3,G,0,0,ASD,8.166666667,98,81.6020782,M,1
15,B,22,4,2,khun,C,2,C,1,0,ASD,8.166666667,98,81.6020782,M,1
15,B,23,4,2,khaw,B,3,C,0,0,ASD,8.166666667,98,81.6020782,M,1
15,B,24,4,2,phom,C,2,G,0,0,ASD,8.166666667,98,81.6020782,M,1
16,C,1,1,1,th7:,G,3,G,1,0,ASD,7.916666667,95,130.8062337,M,2
16,C,2,1,1,phi:,E,1,B,0,0,ASD,7.916666667,95,130.8062337,M,2
16,C,3,1,1,kha:,E,1,E,1,0,ASD,7.916666667,95,130.8062337,M,2
16,C,4,1,2,phi:,E,1,E,1,0,ASD,7.916666667,95,130.8062337,M,2
16,C,5,1,2,kha:,E,1,E,1,0,ASD,7.916666667,95,130.8062337,M,2
16,C,6,1,2,th7:,G,3,G,1,0,ASD,7.916666667,95,130.8062337,M,2
16,C,7,2,1,th7:,G,3,G,1,0,ASD,7.916666667,95,130.8062337,M,2
16,C,8,2,1,phi:,E,1,B,0,0,ASD,7.916666667,95,130.8062337,M,2
16,C,9,2,1,phom,C,2,C,1,0,ASD,7.916666667,95,130.8062337,M,2
16,C,10,2,2,phi:,E,1,E,1,0,ASD,7.916666667,95,130.8062337,M,2
16,C,11,2,2,phom,C,2,C,1,0,ASD,7.916666667,95,130.8062337,M,2
16,C,12,2,2,th7:,G,3,G,1,0,ASD,7.916666667,95,130.8062337,M,2
16,C,13,3,1,khaw,B,3,B,1,0,ASD,7.916666667,95,130.8062337,M,2
16,C,14,3,1,phom,C,2,C,1,0,ASD,7.916666667,95,130.8062337,M,2
16,C,15,3,1,khun,C,2,G,0,0,ASD,7.916666667,95,130.8062337,M,2
16,C,16,3,2,phom,C,2,C,1,0,ASD,7.916666667,95,130.8062337,M,2
16,C,17,3,2,khun,C,2,G,0,0,ASD,7.916666667,95,130.8062337,M,2
16,C,18,3,2,khaw,B,3,B,1,0,ASD,7.916666667,95,130.8062337,M,2
16,C,19,4,1,khaw,B,3,B,1,0,ASD,7.916666667,95,130.8062337,M,2
16,C,20,4,1,khun,C,2,G,0,0,ASD,7.916666667,95,130.8062337,M,2
16,C,21,4,1,kha:,E,1,E,1,0,ASD,7.916666667,95,130.8062337,M,2
16,C,22,4,2,khun,C,2,G,0,0,ASD,7.916666667,95,130.8062337,M,2
16,C,23,4,2,kha:,E,1,E,1,0,ASD,7.916666667,95,130.8062337,M,2
16,C,24,4,2,khaw,B,3,B,1,0,ASD,7.916666667,95,130.8062337,M,2
17,A,1,1,1,kha:,E,1,E,1,3,ASD,8.083333333,97,95.41778818,M,2
17,A,2,1,1,khaw,B,3,G,0,0,ASD,8.083333333,97,95.41778818,M,2
17,A,3,1,1,khun,C,2,C,1,0,ASD,8.083333333,97,95.41778818,M,2
17,A,4,1,2,khaw,B,3,B,1,0,ASD,8.083333333,97,95.41778818,M,2
17,A,5,1,2,khun,C,2,C,1,0,ASD,8.083333333,97,95.41778818,M,2
17,A,6,1,2,kha:,E,1,E,1,0,ASD,8.083333333,97,95.41778818,M,2
17,A,7,2,1,khun,C,2,C,1,0,ASD,8.083333333,97,95.41778818,M,2
17,A,8,2,1,khaw,B,3,G,0,0,ASD,8.083333333,97,95.41778818,M,2
17,A,9,2,1,phom,C,2,C,1,0,ASD,8.083333333,97,95.41778818,M,2
17,A,10,2,2,khaw,B,3,B,1,0,ASD,8.083333333,97,95.41778818,M,2
17,A,11,2,2,phom,C,2,C,1,0,ASD,8.083333333,97,95.41778818,M,2
17,A,12,2,2,khun,C,2,C,1,1,ASD,8.083333333,97,95.41778818,M,2
17,A,13,3,1,phom,C,2,C,1,0,ASD,8.083333333,97,95.41778818,M,2
17,A,14,3,1,th7:,G,3,C,0,0,ASD,8.083333333,97,95.41778818,M,2
17,A,15,3,1,phi:,E,1,E,1,0,ASD,8.083333333,97,95.41778818,M,2
17,A,16,3,2,th7:,G,3,C,0,0,ASD,8.083333333,97,95.41778818,M,2
17,A,17,3,2,phi:,E,1,E,1,0,ASD,8.083333333,97,95.41778818,M,2
17,A,18,3,2,phom,C,2,C,1,0,ASD,8.083333333,97,95.41778818,M,2
17,A,19,4,1,kha:,E,1,E,1,0,ASD,8.083333333,97,95.41778818,M,2
17,A,20,4,1,th7:,G,3,C,0,0,ASD,8.083333333,97,95.41778818,M,2
17,A,21,4,1,phi:,E,1,E,1,0,ASD,8.083333333,97,95.41778818,M,2
17,A,22,4,2,th7:,G,3,C,0,0,ASD,8.083333333,97,95.41778818,M,2
17,A,23,4,2,phi:,E,1,E,1,0,ASD,8.083333333,97,95.41778818,M,2
17,A,24,4,2,kha:,E,1,E,1,0,ASD,8.083333333,97,95.41778818,M,2
18,B,1,1,1,phi:,E,1,E,1,0,ASD,8.5,102,81.6020782,M,2
18,B,2,1,1,phom,C,2,C,1,0,ASD,8.5,102,81.6020782,M,2
18,B,3,1,1,th7:,G,3,G,1,0,ASD,8.5,102,81.6020782,M,2
18,B,4,1,2,phom,C,2,C,1,0,ASD,8.5,102,81.6020782,M,2
18,B,5,1,2,th7:,G,3,G,1,0,ASD,8.5,102,81.6020782,M,2
18,B,6,1,2,phi:,E,1,E,1,0,ASD,8.5,102,81.6020782,M,2
18,B,7,2,1,khun,C,2,C,1,0,ASD,8.5,102,81.6020782,M,2
18,B,8,2,1,kha:,E,1,E,1,1,ASD,8.5,102,81.6020782,M,2
18,B,9,2,1,khaw,B,3,G,0,0,ASD,8.5,102,81.6020782,M,2
18,B,10,2,2,kha:,E,1,E,1,0,ASD,8.5,102,81.6020782,M,2
18,B,11,2,2,khaw,B,3,C,0,0,ASD,8.5,102,81.6020782,M,2
18,B,12,2,2,khun,C,2,B,0,0,ASD,8.5,102,81.6020782,M,2
18,B,13,3,1,phi:,E,1,E,1,0,ASD,8.5,102,81.6020782,M,2
18,B,14,3,1,kha:,E,1,B,0,0,ASD,8.5,102,81.6020782,M,2
18,B,15,3,1,th7:,G,3,G,1,0,ASD,8.5,102,81.6020782,M,2
18,B,16,3,2,kha:,E,1,G,0,0,ASD,8.5,102,81.6020782,M,2
18,B,17,3,2,th7:,G,3,B,0,0,ASD,8.5,102,81.6020782,M,2
18,B,18,3,2,phi:,E,1,E,1,0,ASD,8.5,102,81.6020782,M,2
18,B,19,4,1,phom,C,2,C,1,0,ASD,8.5,102,81.6020782,M,2
18,B,20,4,1,khun,C,2,B,0,0,ASD,8.5,102,81.6020782,M,2
18,B,21,4,1,khaw,B,3,G,0,0,ASD,8.5,102,81.6020782,M,2
18,B,22,4,2,khun,C,2,C,1,0,ASD,8.5,102,81.6020782,M,2
18,B,23,4,2,khaw,B,3,E,0,0,ASD,8.5,102,81.6020782,M,2
18,B,24,4,2,phom,C,2,B,0,0,ASD,8.5,102,81.6020782,M,2
19,C,1,1,1,th7:,G,3,C,0,0,ASD,12.83333333,154,53.64651541,M,4
19,C,2,1,1,phi:,E,1,C,0,0,ASD,12.83333333,154,53.64651541,M,4
19,C,3,1,1,kha:,E,1,G,0,0,ASD,12.83333333,154,53.64651541,M,4
19,C,4,1,2,phi:,E,1,C,0,0,ASD,12.83333333,154,53.64651541,M,4
19,C,5,1,2,kha:,E,1,G,0,0,ASD,12.83333333,154,53.64651541,M,4
19,C,6,1,2,th7:,G,3,B,0,0,ASD,12.83333333,154,53.64651541,M,4
19,C,7,2,1,th7:,G,3,C,0,0,ASD,12.83333333,154,53.64651541,M,4
19,C,8,2,1,phi:,E,1,B,0,0,ASD,12.83333333,154,53.64651541,M,4
19,C,9,2,1,phom,C,2,C,1,0,ASD,12.83333333,154,53.64651541,M,4
19,C,10,2,2,phi:,E,1,C,0,0,ASD,12.83333333,154,53.64651541,M,4
19,C,11,2,2,phom,C,2,B,0,0,ASD,12.83333333,154,53.64651541,M,4
19,C,12,2,2,th7:,G,3,G,1,0,ASD,12.83333333,154,53.64651541,M,4
19,C,13,3,1,khaw,B,3,C,0,0,ASD,12.83333333,154,53.64651541,M,4
19,C,14,3,1,phom,C,2,G,0,0,ASD,12.83333333,154,53.64651541,M,4
19,C,15,3,1,khun,C,2,B,0,0,ASD,12.83333333,154,53.64651541,M,4
19,C,16,3,2,phom,C,2,C,1,0,ASD,12.83333333,154,53.64651541,M,4
19,C,17,3,2,khun,C,2,G,0,0,ASD,12.83333333,154,53.64651541,M,4
19,C,18,3,2,khaw,B,3,B,1,0,ASD,12.83333333,154,53.64651541,M,4
19,C,19,4,1,khaw,B,3,C,0,0,ASD,12.83333333,154,53.64651541,M,4
19,C,20,4,1,khun,C,2,G,0,0,ASD,12.83333333,154,53.64651541,M,4
19,C,21,4,1,kha:,E,1,B,0,0,ASD,12.83333333,154,53.64651541,M,4
19,C,22,4,2,khun,C,2,C,1,0,ASD,12.83333333,154,53.64651541,M,4
19,C,23,4,2,kha:,E,1,G,0,0,ASD,12.83333333,154,53.64651541,M,4
19,C,24,4,2,khaw,B,3,B,1,0,ASD,12.83333333,154,53.64651541,M,4
20,B,1,1,1,phi:,E,1,E,1,0,TD,7,84,130.8062337,F,2
20,B,2,1,1,nu:,C,2,C,1,0,TD,7,84,130.8062337,F,2
20,B,3,1,1,th7:,G,3,G,1,0,TD,7,84,130.8062337,F,2
20,B,4,1,2,nu:,C,2,C,1,0,TD,7,84,130.8062337,F,2
20,B,5,1,2,th7:,G,3,G,1,0,TD,7,84,130.8062337,F,2
20,B,6,1,2,phi:,E,1,E,1,0,TD,7,84,130.8062337,F,2
20,B,7,2,1,khun,C,2,B,0,0,TD,7,84,130.8062337,F,2
20,B,8,2,1,kha:,E,1,E,1,0,TD,7,84,130.8062337,F,2
20,B,9,2,1,khaw,B,3,G,0,0,TD,7,84,130.8062337,F,2
20,B,10,2,2,kha:,E,1,E,1,0,TD,7,84,130.8062337,F,2
20,B,11,2,2,khaw,B,3,G,0,0,TD,7,84,130.8062337,F,2
20,B,12,2,2,khun,C,2,C,1,0,TD,7,84,130.8062337,F,2
20,B,13,3,1,phi:,E,1,E,1,0,TD,7,84,130.8062337,F,2
20,B,14,3,1,kha:,E,1,B,0,0,TD,7,84,130.8062337,F,2
20,B,15,3,1,th7:,G,3,C,0,0,TD,7,84,130.8062337,F,2
20,B,16,3,2,kha:,E,1,E,1,0,TD,7,84,130.8062337,F,2
20,B,17,3,2,th7:,G,3,C,0,0,TD,7,84,130.8062337,F,2
20,B,18,3,2,phi:,E,1,E,1,0,TD,7,84,130.8062337,F,2
20,B,19,4,1,nu:,C,2,C,1,0,TD,7,84,130.8062337,F,2
20,B,20,4,1,khun,C,2,E,0,0,TD,7,84,130.8062337,F,2
20,B,21,4,1,khaw,B,3,G,0,0,TD,7,84,130.8062337,F,2
20,B,22,4,2,khun,C,2,C,1,0,TD,7,84,130.8062337,F,2
20,B,23,4,2,khaw,B,3,G,0,0,TD,7,84,130.8062337,F,2
20,B,24,4,2,nu:,C,2,B,0,0,TD,7,84,130.8062337,F,2
21,A,1,1,1,kha:,E,1,G,0,1,TD,7.083333333,85,118.3979218,M,2
21,A,2,1,1,khaw,B,3,G,0,3,TD,7.083333333,85,118.3979218,M,2
21,A,3,1,1,khun,C,2,C,1,0,TD,7.083333333,85,118.3979218,M,2
21,A,4,1,2,khaw,B,3,G,0,0,TD,7.083333333,85,118.3979218,M,2
21,A,5,1,2,khun,C,2,C,1,0,TD,7.083333333,85,118.3979218,M,2
21,A,6,1,2,kha:,E,1,E,1,0,TD,7.083333333,85,118.3979218,M,2
21,A,7,2,1,khun,C,2,B,0,0,TD,7.083333333,85,118.3979218,M,2
21,A,8,2,1,khaw,B,3,C,0,0,TD,7.083333333,85,118.3979218,M,2
21,A,9,2,1,phom,C,2,E,0,0,TD,7.083333333,85,118.3979218,M,2
21,A,10,2,2,khaw,B,3,C,0,0,TD,7.083333333,85,118.3979218,M,2
21,A,11,2,2,phom,C,2,E,0,0,TD,7.083333333,85,118.3979218,M,2
21,A,12,2,2,khun,C,2,B,0,0,TD,7.083333333,85,118.3979218,M,2
21,A,13,3,1,phom,C,2,C,1,0,TD,7.083333333,85,118.3979218,M,2
21,A,14,3,1,th7:,G,3,G,1,0,TD,7.083333333,85,118.3979218,M,2
21,A,15,3,1,phi:,E,1,E,1,0,TD,7.083333333,85,118.3979218,M,2
21,A,16,3,2,th7:,G,3,C,0,0,TD,7.083333333,85,118.3979218,M,2
21,A,17,3,2,phi:,E,1,G,0,0,TD,7.083333333,85,118.3979218,M,2
21,A,18,3,2,phom,C,2,C,1,0,TD,7.083333333,85,118.3979218,M,2
21,A,19,4,1,kha:,E,1,B,0,0,TD,7.083333333,85,118.3979218,M,2
21,A,20,4,1,th7:,G,3,E,0,0,TD,7.083333333,85,118.3979218,M,2
21,A,21,4,1,phi:,E,1,G,0,0,TD,7.083333333,85,118.3979218,M,2
21,A,22,4,2,th7:,G,3,C,0,0,TD,7.083333333,85,118.3979218,M,2
21,A,23,4,2,phi:,E,1,E,1,0,TD,7.083333333,85,118.3979218,M,2
21,A,24,4,2,kha:,E,1,G,0,0,TD,7.083333333,85,118.3979218,M,2
22,B,1,1,1,phi:,E,1,B,0,0,ASD,7.416666667,89,98.87095207,M,0
22,B,2,1,1,phom,C,2,C,1,0,ASD,7.416666667,89,98.87095207,M,0
22,B,3,1,1,th7:,G,3,C,0,0,ASD,7.416666667,89,98.87095207,M,0
22,B,4,1,2,phom,C,2,C,1,0,ASD,7.416666667,89,98.87095207,M,0
22,B,5,1,2,th7:,G,3,G,1,0,ASD,7.416666667,89,98.87095207,M,0
22,B,6,1,2,phi:,E,1,G,0,0,ASD,7.416666667,89,98.87095207,M,0
22,B,7,2,1,khun,C,2,C,1,0,ASD,7.416666667,89,98.87095207,M,0
22,B,8,2,1,kha:,E,1,G,0,0,ASD,7.416666667,89,98.87095207,M,0
22,B,9,2,1,khaw,B,3,B,1,0,ASD,7.416666667,89,98.87095207,M,0
22,B,10,2,2,kha:,E,1,G,0,0,ASD,7.416666667,89,98.87095207,M,0
22,B,11,2,2,khaw,B,3,B,1,0,ASD,7.416666667,89,98.87095207,M,0
22,B,12,2,2,khun,C,2,B,0,0,ASD,7.416666667,89,98.87095207,M,0
22,B,13,3,1,phi:,E,1,G,0,0,ASD,7.416666667,89,98.87095207,M,0
22,B,14,3,1,kha:,E,1,B,0,0,ASD,7.416666667,89,98.87095207,M,0
22,B,15,3,1,th7:,G,3,B,0,0,ASD,7.416666667,89,98.87095207,M,0
22,B,16,3,2,kha:,E,1,G,0,0,ASD,7.416666667,89,98.87095207,M,0
22,B,17,3,2,th7:,G,3,B,0,0,ASD,7.416666667,89,98.87095207,M,0
22,B,18,3,2,phi:,E,1,B,0,0,ASD,7.416666667,89,98.87095207,M,0
22,B,19,4,1,phom,C,2,B,0,0,ASD,7.416666667,89,98.87095207,M,0
22,B,20,4,1,khun,C,2,G,0,0,ASD,7.416666667,89,98.87095207,M,0
22,B,21,4,1,khaw,B,3,G,0,0,ASD,7.416666667,89,98.87095207,M,0
22,B,22,4,2,khun,C,2,B,0,0,ASD,7.416666667,89,98.87095207,M,0
22,B,23,4,2,khaw,B,3,G,0,0,ASD,7.416666667,89,98.87095207,M,0
22,B,24,4,2,phom,C,2,B,0,0,ASD,7.416666667,89,98.87095207,M,0
23,C,1,1,1,th7:,G,3,C,0,1,ASD,10.16666667,122,96.19979345,M,3
23,C,2,1,1,phi:,E,1,E,1,0,ASD,10.16666667,122,96.19979345,M,3
23,C,3,1,1,kha:,E,1,C,0,1,ASD,10.16666667,122,96.19979345,M,3
23,C,4,1,2,phi:,E,1,E,1,0,ASD,10.16666667,122,96.19979345,M,3
23,C,5,1,2,kha:,E,1,C,0,0,ASD,10.16666667,122,96.19979345,M,3
23,C,6,1,2,th7:,G,3,C,0,0,ASD,10.16666667,122,96.19979345,M,3
23,C,7,2,1,th7:,G,3,C,0,0,ASD,10.16666667,122,96.19979345,M,3
23,C,8,2,1,phi:,E,1,E,1,0,ASD,10.16666667,122,96.19979345,M,3
23,C,9,2,1,phom,C,2,C,1,1,ASD,10.16666667,122,96.19979345,M,3
23,C,10,2,2,phi:,E,1,E,1,0,ASD,10.16666667,122,96.19979345,M,3
23,C,11,2,2,phom,C,2,C,1,0,ASD,10.16666667,122,96.19979345,M,3
23,C,12,2,2,th7:,G,3,C,0,0,ASD,10.16666667,122,96.19979345,M,3
23,C,13,3,1,khaw,B,3,E,0,0,ASD,10.16666667,122,96.19979345,M,3
23,C,14,3,1,phom,C,2,C,1,0,ASD,10.16666667,122,96.19979345,M,3
23,C,15,3,1,khun,C,2,C,1,0,ASD,10.16666667,122,96.19979345,M,3
23,C,16,3,2,phom,C,2,C,1,0,ASD,10.16666667,122,96.19979345,M,3
23,C,17,3,2,khun,C,2,C,1,0,ASD,10.16666667,122,96.19979345,M,3
23,C,18,3,2,khaw,B,3,E,0,0,ASD,10.16666667,122,96.19979345,M,3
23,C,19,4,1,khaw,B,3,E,0,0,ASD,10.16666667,122,96.19979345,M,3
23,C,20,4,1,khun,C,2,C,1,0,ASD,10.16666667,122,96.19979345,M,3
23,C,21,4,1,kha:,E,1,E,1,0,ASD,10.16666667,122,96.19979345,M,3
23,C,22,4,2,khun,C,2,C,1,0,ASD,10.16666667,122,96.19979345,M,3
23,C,23,4,2,kha:,E,1,E,1,0,ASD,10.16666667,122,96.19979345,M,3
23,C,24,4,2,khaw,B,3,E,0,0,ASD,10.16666667,122,96.19979345,M,3
24,B,1,1,1,phi:,E,1,E,1,0,ASD,11.83333333,142,106.5986975,F,5
24,B,2,1,1,nu:,C,2,C,1,0,ASD,11.83333333,142,106.5986975,F,5
24,B,3,1,1,th7:,G,3,G,1,1,ASD,11.83333333,142,106.5986975,F,5
24,B,4,1,2,nu:,C,2,C,1,0,ASD,11.83333333,142,106.5986975,F,5
24,B,5,1,2,th7:,G,3,B,0,0,ASD,11.83333333,142,106.5986975,F,5
24,B,6,1,2,phi:,E,1,E,1,0,ASD,11.83333333,142,106.5986975,F,5
24,B,7,2,1,khun,C,2,C,1,0,ASD,11.83333333,142,106.5986975,F,5
24,B,8,2,1,kha:,E,1,G,0,0,ASD,11.83333333,142,106.5986975,F,5
24,B,9,2,1,khaw,B,3,E,0,0,ASD,11.83333333,142,106.5986975,F,5
24,B,10,2,2,kha:,E,1,E,1,0,ASD,11.83333333,142,106.5986975,F,5
24,B,11,2,2,khaw,B,3,B,1,0,ASD,11.83333333,142,106.5986975,F,5
24,B,12,2,2,khun,C,2,C,1,0,ASD,11.83333333,142,106.5986975,F,5
24,B,13,3,1,phi:,E,1,E,1,0,ASD,11.83333333,142,106.5986975,F,5
24,B,14,3,1,kha:,E,1,B,0,0,ASD,11.83333333,142,106.5986975,F,5
24,B,15,3,1,th7:,G,3,G,1,0,ASD,11.83333333,142,106.5986975,F,5
24,B,16,3,2,kha:,E,1,E,1,0,ASD,11.83333333,142,106.5986975,F,5
24,B,17,3,2,th7:,G,3,G,1,0,ASD,11.83333333,142,106.5986975,F,5
24,B,18,3,2,phi:,E,1,E,1,0,ASD,11.83333333,142,106.5986975,F,5
24,B,19,4,1,nu:,C,2,C,1,0,ASD,11.83333333,142,106.5986975,F,5
24,B,20,4,1,khun,C,2,B,0,0,ASD,11.83333333,142,106.5986975,F,5
24,B,21,4,1,khaw,B,3,G,0,0,ASD,11.83333333,142,106.5986975,F,5
24,B,22,4,2,khun,C,2,B,0,0,ASD,11.83333333,142,106.5986975,F,5
24,B,23,4,2,khaw,B,3,G,0,0,ASD,11.83333333,142,106.5986975,F,5
24,B,24,4,2,nu:,C,2,C,1,0,ASD,11.83333333,142,106.5986975,F,5
25,B,1,1,1,phi:,E,1,E,1,0,ASD,10.91666667,131,155.7852473,M,5
25,B,2,1,1,phom,C,2,C,1,0,ASD,10.91666667,131,155.7852473,M,5
25,B,3,1,1,th7:,G,3,G,1,0,ASD,10.91666667,131,155.7852473,M,5
25,B,4,1,2,phom,C,2,C,1,0,ASD,10.91666667,131,155.7852473,M,5
25,B,5,1,2,th7:,G,3,G,1,0,ASD,10.91666667,131,155.7852473,M,5
25,B,6,1,2,phi:,E,1,E,1,0,ASD,10.91666667,131,155.7852473,M,5
25,B,7,2,1,khun,C,2,C,1,0,ASD,10.91666667,131,155.7852473,M,5
25,B,8,2,1,kha:,E,1,E,1,0,ASD,10.91666667,131,155.7852473,M,5
25,B,9,2,1,khaw,B,3,B,1,0,ASD,10.91666667,131,155.7852473,M,5
25,B,10,2,2,kha:,E,1,E,1,0,ASD,10.91666667,131,155.7852473,M,5
25,B,11,2,2,khaw,B,3,C,0,0,ASD,10.91666667,131,155.7852473,M,5
25,B,12,2,2,khun,C,2,B,0,0,ASD,10.91666667,131,155.7852473,M,5
25,B,13,3,1,phi:,E,1,B,0,0,ASD,10.91666667,131,155.7852473,M,5
25,B,14,3,1,kha:,E,1,E,1,0,ASD,10.91666667,131,155.7852473,M,5
25,B,15,3,1,th7:,G,3,G,1,0,ASD,10.91666667,131,155.7852473,M,5
25,B,16,3,2,kha:,E,1,E,1,0,ASD,10.91666667,131,155.7852473,M,5
25,B,17,3,2,th7:,G,3,G,1,0,ASD,10.91666667,131,155.7852473,M,5
25,B,18,3,2,phi:,E,1,B,0,0,ASD,10.91666667,131,155.7852473,M,5
25,B,19,4,1,phom,C,2,C,1,0,ASD,10.91666667,131,155.7852473,M,5
25,B,20,4,1,khun,C,2,B,0,0,ASD,10.91666667,131,155.7852473,M,5
25,B,21,4,1,khaw,B,3,B,1,0,ASD,10.91666667,131,155.7852473,M,5
25,B,22,4,2,khun,C,2,C,1,0,ASD,10.91666667,131,155.7852473,M,5
25,B,23,4,2,khaw,B,3,B,1,0,ASD,10.91666667,131,155.7852473,M,5
25,B,24,4,2,phom,C,2,C,1,0,ASD,10.91666667,131,155.7852473,M,5
26,C,1,1,1,th7:,G,3,G,1,0,ASD,11.66666667,140,63.86626681,M,5
26,C,2,1,1,phi:,E,1,E,1,0,ASD,11.66666667,140,63.86626681,M,5
26,C,3,1,1,kha:,E,1,C,0,0,ASD,11.66666667,140,63.86626681,M,5
26,C,4,1,2,phi:,E,1,E,1,0,ASD,11.66666667,140,63.86626681,M,5
26,C,5,1,2,kha:,E,1,C,0,0,ASD,11.66666667,140,63.86626681,M,5
26,C,6,1,2,th7:,G,3,G,1,0,ASD,11.66666667,140,63.86626681,M,5
26,C,7,2,1,th7:,G,3,G,1,0,ASD,11.66666667,140,63.86626681,M,5
26,C,8,2,1,phi:,E,1,E,1,0,ASD,11.66666667,140,63.86626681,M,5
26,C,9,2,1,phom,C,2,C,1,0,ASD,11.66666667,140,63.86626681,M,5
26,C,10,2,2,phi:,E,1,E,1,0,ASD,11.66666667,140,63.86626681,M,5
26,C,11,2,2,phom,C,2,C,1,0,ASD,11.66666667,140,63.86626681,M,5
26,C,12,2,2,th7:,G,3,G,1,0,ASD,11.66666667,140,63.86626681,M,5
26,C,13,3,1,khaw,B,3,G,0,0,ASD,11.66666667,140,63.86626681,M,5
26,C,14,3,1,phom,C,2,C,1,0,ASD,11.66666667,140,63.86626681,M,5
26,C,15,3,1,khun,C,2,B,0,0,ASD,11.66666667,140,63.86626681,M,5
26,C,16,3,2,phom,C,2,C,1,0,ASD,11.66666667,140,63.86626681,M,5
26,C,17,3,2,khun,C,2,B,0,0,ASD,11.66666667,140,63.86626681,M,5
26,C,18,3,2,khaw,B,3,G,0,0,ASD,11.66666667,140,63.86626681,M,5
26,C,19,4,1,khaw,B,3,G,0,0,ASD,11.66666667,140,63.86626681,M,5
26,C,20,4,1,khun,C,2,B,0,0,ASD,11.66666667,140,63.86626681,M,5
26,C,21,4,1,kha:,E,1,C,0,0,ASD,11.66666667,140,63.86626681,M,5
26,C,22,4,2,khun,C,2,B,0,0,ASD,11.66666667,140,63.86626681,M,5
26,C,23,4,2,kha:,E,1,C,0,0,ASD,11.66666667,140,63.86626681,M,5
26,C,24,4,2,khaw,B,3,G,0,0,ASD,11.66666667,140,63.86626681,M,5
27,A,1,1,1,kha:,E,1,C,0,0,ASD,10.83333333,130,109.1921949,M,5
27,A,2,1,1,khaw,B,3,B,1,0,ASD,10.83333333,130,109.1921949,M,5
27,A,3,1,1,khun,C,2,C,1,0,ASD,10.83333333,130,109.1921949,M,5
27,A,4,1,2,khaw,B,3,B,1,0,ASD,10.83333333,130,109.1921949,M,5
27,A,5,1,2,khun,C,2,C,1,0,ASD,10.83333333,130,109.1921949,M,5
27,A,6,1,2,kha:,E,1,C,0,0,ASD,10.83333333,130,109.1921949,M,5
27,A,7,2,1,khun,C,2,C,1,0,ASD,10.83333333,130,109.1921949,M,5
27,A,8,2,1,khaw,B,3,B,1,0,ASD,10.83333333,130,109.1921949,M,5
27,A,9,2,1,phom,C,2,C,1,0,ASD,10.83333333,130,109.1921949,M,5
27,A,10,2,2,khaw,B,3,G,0,1,ASD,10.83333333,130,109.1921949,M,5
27,A,11,2,2,phom,C,2,B,0,0,ASD,10.83333333,130,109.1921949,M,5
27,A,12,2,2,khun,C,2,B,0,0,ASD,10.83333333,130,109.1921949,M,5
27,A,13,3,1,phom,C,2,C,1,0,ASD,10.83333333,130,109.1921949,M,5
27,A,14,3,1,th7:,G,3,G,1,0,ASD,10.83333333,130,109.1921949,M,5
27,A,15,3,1,phi:,E,1,E,1,0,ASD,10.83333333,130,109.1921949,M,5
