item,questions,category,subcategory,type,scores,time
121,"10. Size 'Nasýlsýnýz?"" diye sordular. Nasýl cevaplarsýnýz? (ÝYÝYÝM / HASTAYIM, vs) ",pragmatics,,,0,4
26,1. Evin kapýsýný onunla kilitleriz (ANAHTAR),auditory_comprehension,objects,,3,5
27,"2. Tiryakilik yapar, dumaný içe çekerek içilir (SÝGARA) ",auditory_comprehension,objects,,3,5
28,3. Alýþveriþte harcarýz (PARA),auditory_comprehension,objects,,3,5
29,4. Daha iyi görebilmek için takarýz (GÖZLÜK),auditory_comprehension,objects,,3,5
30,5. Uzaktakilerle konuþmak için kullanýrýz (TELEFON),auditory_comprehension,objects,,3,5
31,6. Görme organýmýzdýr (GÖZ),auditory_comprehension,objects,,3,5
32,Meyveler,auditory_comprehension,categories,understand_categories,3,5
33,Harfler,auditory_comprehension,categories,understand_categories,3,5
34, Sayýlar,auditory_comprehension,categories,understand_categories,3,5
35, Renkler,auditory_comprehension,categories,understand_categories,3,5
36, Oturuyorlar ,auditory_comprehension,categories,understand_categories,3,5
37,Kýrmýzý elma ,auditory_comprehension,categories,understand_details,3,5
38,B harfi,auditory_comprehension,categories,understand_details,0,5
39, 8 rakamý,auditory_comprehension,categories,understand_details,3,5
40,Mavi renk,auditory_comprehension,categories,understand_details,3,5
41,Kýz oturuyor,auditory_comprehension,categories,understand_details,3,5
42,Ýki arabanýn dikkatsiz þoförleri çarpýþtý ,auditory_comprehension,sentence_variation,simple_sentence,3,5
43,Birisi üçüncü tahta sandalyeyi kýrmýþ ,auditory_comprehension,sentence_variation,simple_sentence,3,5
44, Abisi uyuyor ama küçük kardeþ uyanýk ,auditory_comprehension,sentence_variation,simple_sentence,3,5
45,Diþçiden çok korkuyor; bu yüzden diþlerini hep fýrçalar ,auditory_comprehension,sentence_variation,simple_sentence,3,5
46,Aðýr olduðu için kadýn bavullarýný taþýtýyor,auditory_comprehension,sentence_variation,complex_sentence,3,5
47,Merdivenden düþen kýzýn bacaðý kýrýlmýþ ,auditory_comprehension,sentence_variation,complex_sentence,3,5
48,"Çocuk, yaramazlýk yapýp, annesinin en güzel vazosunu kýrdý ",auditory_comprehension,sentence_variation,complex_sentence,3,5
49, Çok yorulmasýna raðmen paketlerini kendi taþýyor ,auditory_comprehension,sentence_variation,complex_sentence,3,5
50,1. Alo,repetition,,,4,5
51,2.Sekiz ,repetition,,,2,5
52,3.Çeþme,repetition,,,2,5
53,4. Buzdolabi,repetition,,,2,5
54,5. Karyola,repetition,,,0,5
55,6. Patika ,repetition,,,4,5
56,7. Kahve fali,repetition,,,0,5
57,8. Dantel mendil,repetition,,,2,5
58,9. Daldaki karga gak dedi ,repetition,,,2,5
59,10.Tekir kedi pis suyu lýkýr likýr içti ,repetition,,,2,5
60,"1. ""Aklýnýza gelen ev eþyalarýný söyleyin""",naming,categorical,,0,5
61,"2. ""Aklýnýza gelen mutfak eþyalarýný söyleyin""",naming,categorical,,0,5
62,1. Kaþýk ,naming,confrontation,,0,5
63,2. Anahtar,naming,confrontation,,0,5
64,3. Bardak,naming,confrontation,,2,5
65,4. Göz,naming,confrontation,,2,5
66, 5. Sigara,naming,confrontation,,0,5
67,6. Para,naming,confrontation,,2,5
68,7.Telefon,naming,confrontation,,2,5
69,8. Ýlaç,naming,confrontation,,2,5
70,9. Saat,naming,confrontation,,0,5
71,10. Gözlük,naming,confrontation,,0,5
72,1. Akþam evde ne seyredersin? ,naming,answer,noun,3,5
73,2. Elimizde kac parmak var? ,naming,answer,noun,3,5
74,3. Çorap nereye giyilir?,naming,answer,noun,3,5
75, 4. Baþýn aðrýrsa ne içersin?,naming,answer,noun,0,5
76,5. Nezle olunca burnunu neyle silersin?,naming,answer,noun,0,5
77,1. Býçakla ne yaparsýn?,naming,answer,verb,2,5
78,2. Karnýn acýkýnca ne yaparsin?,naming,answer,verb,0,5
79,3. Bardakla ne yaparsýn? ,naming,answer,verb,0,5
80,4. Çiviyi çekiçle ne yaparsýn?,naming,answer,verb,0,5
81,5. Yattýðýn zaman ne yaparsýn?,naming,answer,verb,0,5
82,1. Gözlerini kapa ,reading,silent/command,,0,5
83,2. Üfle,reading,silent/command,,0,5
84,3. Iþaret parmaðýný göster,reading,silent/command,,0,5
85,4. Diþini fýrçalar gibi yap,reading,silent/command,,0,5
86,K,reading,letter/number,,0,5
87,A,reading,letter/number,,4,5
88, S,reading,letter/number,,4,5
89,7,reading,letter/number,,2,5
90,13,reading,letter/number,,2,5
91,1. Elmalar,reading,word,,0,5
92,2. Kedi ve köpek ,reading,word,,0,5
93,3. Kurþun kalem kutusu ,reading,word,,0,5
94,4. Saat onu on geçiyor,reading,word,,0,5
95,5. Çocuk bisikletin yanýnda duruyor,reading,word,,0,5
96, 1. Elmalar,reading,matching,,0,5
97,2. Kedi ve köpek ,reading,matching,,0,5
98,3. Kurþun kalem kutusu,reading,matching,,0,5
99,4. Saat onu on geçiyor ,reading,matching,,0,5
100,5. Çocuk bisikletin yanýnda duruyor,reading,matching,,0,5
101,Paragraph,reading,paragraph,,0,5
102,1. Bebekler sigara ……………… (ÝÇMEZ),grammar,,,2,5
103,2. Güneþ doðudan ……………… (DOÐAR),grammar,,,0,5
104,"3. Kýþ geldi, kar yaðýyor. Hava çok ………    (SOÐUK)",grammar,,,0,5
105,4. Cumartesi'den sonra gelen gün ………(PAZAR),grammar,,,2,5
106, 5. Dün gece yatmadan önce kitap …………(OKUDUM),grammar,,,0,5
107,6. Ali'nin hastalýðý geçti. Yarýn okula ……    (GÝDECEK),grammar,,,2,5
108,7. Annemin kocasý (benim) ………. (BABAM),grammar,,,4,5
109,8. Odanýn kapýsý …………. (KAPALI/AÇIK),grammar,,,0,5
110,9. Kaþým gözümün ……… (ÜSTÜNDE),grammar,,,0,5
111,"10. Ýki çocuðum var; biri oðlan, biri …………. (KIZ)",grammar,,,4,5
112,1. Kapý çaldý; açmadan ne sorarsýnýz? (KÝM O?),pragmatics,,,0,5
113,2. Birisi hapþýrýrsa ne dersiniz? (ÇOK YAÞA),pragmatics,,,0,5
114,3. Misafirleriniz gidiyorlar; uðurlarken ne dersiniz? (GÜLE GÜLE),pragmatics,,,4,5
115,4. Telefon çaldý Açtýðýnýzda ilk ne dersiniz? (ALO),pragmatics,,,4,5
116,5. Çok güzel bir yemek yediniz. Sofradan kalkýyorsunuz; yemeði piþiren kiþiye ne dersiniz? (ELÝNE SAÐLIK),pragmatics,,,0,5
117,"6. Birisi size 'Günaydýn ' derse, siz ne dersiniz? GÜNAYDIN)",pragmatics,,,0,5
118,7. Saçýnýz çok uzadý. Berbere/Kuaföre gittiniz; ne dersiniz? (SAÇIMI KES),pragmatics,,,0,5
119,8. Arkadaþýnýz hasta. Ziyaretine gittiniz; ne dersiniz? (GEÇMÝÞ OLSUN),pragmatics,,,0,5
120,"9. Bir ayakkabý almak istiyorsunuz, Üzerinde fiyatý yok: satýcýya ne sorarsýnýz? (NE KADAR?/ KAÇ LÝRA?)",pragmatics,,,0,5
121,"10. Size 'Nasýlsýnýz?"" diye sordular. Nasýl cevaplarsýnýz? (ÝYÝYÝM / HASTAYIM, vs) ",pragmatics,,,4,5
